Time(s),0.00Hz_dB,86.13Hz_dB,172.27Hz_dB,258.40Hz_dB,344.53Hz_dB,430.66Hz_dB,516.80Hz_dB,602.93Hz_dB,689.06Hz_dB,775.20Hz_dB,861.33Hz_dB,947.46Hz_dB,1033.59Hz_dB,1119.73Hz_dB,1205.86Hz_dB,1291.99Hz_dB,1378.12Hz_dB,1464.26Hz_dB,1550.39Hz_dB,1636.52Hz_dB,1722.66Hz_dB,1808.79Hz_dB,1894.92Hz_dB,1981.05Hz_dB,2067.19Hz_dB,2153.32Hz_dB,2239.45Hz_dB,2325.59Hz_dB,2411.72Hz_dB,2497.85Hz_dB,2583.98Hz_dB,2670.12Hz_dB,2756.25Hz_dB,2842.38Hz_dB,2928.52Hz_dB,3014.65Hz_dB,3100.78Hz_dB,3186.91Hz_dB,3273.05Hz_dB,3359.18Hz_dB,3445.31Hz_dB,3531.45Hz_dB,3617.58Hz_dB,3703.71Hz_dB,3789.84Hz_dB,3875.98Hz_dB,3962.11Hz_dB,4048.24Hz_dB,4134.38Hz_dB,4220.51Hz_dB,4306.64Hz_dB,4392.77Hz_dB,4478.91Hz_dB,4565.04Hz_dB,4651.17Hz_dB,4737.30Hz_dB,4823.44Hz_dB,4909.57Hz_dB,4995.70Hz_dB,5081.84Hz_dB,5167.97Hz_dB,5254.10Hz_dB,5340.23Hz_dB,5426.37Hz_dB,5512.50Hz_dB,5598.63Hz_dB,5684.77Hz_dB,5770.90Hz_dB,5857.03Hz_dB,5943.16Hz_dB,6029.30Hz_dB,6115.43Hz_dB,6201.56Hz_dB,6287.70Hz_dB,6373.83Hz_dB,6459.96Hz_dB,6546.09Hz_dB,6632.23Hz_dB,6718.36Hz_dB,6804.49Hz_dB,6890.62Hz_dB,6976.76Hz_dB,7062.89Hz_dB,7149.02Hz_dB,7235.16Hz_dB,7321.29Hz_dB,7407.42Hz_dB,7493.55Hz_dB,7579.69Hz_dB,7665.82Hz_dB,7751.95Hz_dB,7838.09Hz_dB,7924.22Hz_dB,8010.35Hz_dB,8096.48Hz_dB,8182.62Hz_dB,8268.75Hz_dB,8354.88Hz_dB,8441.02Hz_dB,8527.15Hz_dB,8613.28Hz_dB,8699.41Hz_dB,8785.55Hz_dB,8871.68Hz_dB,8957.81Hz_dB,9043.95Hz_dB,9130.08Hz_dB,9216.21Hz_dB,9302.34Hz_dB,9388.48Hz_dB,9474.61Hz_dB,9560.74Hz_dB,9646.88Hz_dB,9733.01Hz_dB,9819.14Hz_dB,9905.27Hz_dB,9991.41Hz_dB,10077.54Hz_dB,10163.67Hz_dB,10249.80Hz_dB,10335.94Hz_dB,10422.07Hz_dB,10508.20Hz_dB,10594.34Hz_dB,10680.47Hz_dB,10766.60Hz_dB,10852.73Hz_dB,10938.87Hz_dB,11025.00Hz_dB
6.905805,12.257377,37.972138,33.425910,6.636204,0.445637,1.640200,1.421920,1.861147,2.400871,7.195735,6.959657,2.942915,0.212141,6.924339,7.039414,5.128891,4.398636,3.211756,2.356348,0.556038,0.501567,1.913228,2.247586,0.639590,0.186274,0.055425,0.515247,0.696571,0.324188,0.105345,0.133565,0.214700,0.173752,0.028964,0.143417,0.126363,0.059531,0.067639,0.059286,0.064806,0.018628,0.028271,0.027099,0.025309,0.006010,0.005819,0.010132,0.019311,0.032587,0.010079,0.004438,0.001748,0.002223,0.001562,0.002144,0.010114,0.009390,0.004707,0.003208,0.006533,0.018360,0.015852,0.007509,0.003128,0.002050,0.003783,0.006692,0.003154,0.001318,0.002313,0.003116,0.001435,0.000247,0.000586,0.001902,0.002951,0.003164,0.003328,0.001693,0.000709,0.003718,0.001569,0.001399,0.002484,0.002117,0.000582,0.000303,0.001237,0.000528,0.000058,0.000056,0.000139,0.000143,0.000019,0.000044,0.000046,0.000059,0.000029,0.000037,0.000095,0.000082,0.000050,0.000017,0.000006,0.000002,0.000007,0.000014,0.000008,0.000046,0.000085,0.000032,0.000005,0.000050,0.000042,0.000032,0.000038,0.000031,0.000004,0.000010,0.000028,0.000058,0.000058,0.000037,0.000008,0.000013,0.000010,0.000008,0.000006,0.000002
6.955805,4.786632,19.201812,33.396846,6.913553,0.707444,1.102158,1.685814,2.890801,1.613102,1.657114,0.350958,1.052079,0.358852,1.133972,1.314834,0.980120,1.063350,1.448941,1.645634,0.675262,1.303736,0.740412,0.166266,0.978728,1.406116,0.502903,0.008647,0.103122,0.630278,0.563492,0.175614,0.328370,0.573104,0.291908,0.114559,0.013729,0.051055,0.057453,0.076376,0.108679,0.044442,0.007748,0.003477,0.011200,0.003460,0.001057,0.004715,0.011996,0.015819,0.010372,0.012841,0.008144,0.015531,0.014879,0.010585,0.004335,0.004754,0.005410,0.004457,0.002694,0.005418,0.002791,0.000324,0.003016,0.002770,0.004637,0.001095,0.002927,0.001918,0.001425,0.000346,0.000812,0.001130,0.000295,0.001415,0.004218,0.002345,0.001025,0.003666,0.003299,0.001143,0.000181,0.002714,0.004152,0.000999,0.000621,0.001084,0.001987,0.000254,0.000509,0.000042,0.000087,0.000049,0.000056,0.000028,0.000038,0.000031,0.000017,0.000029,0.000064,0.000049,0.000009,0.000005,0.000006,0.000021,0.000026,0.000012,0.000026,0.000064,0.000042,0.000004,0.000003,0.000015,0.000030,0.000000,0.000009,0.000005,0.000009,0.000011,0.000037,0.000026,0.000028,0.000043,0.000005,0.000012,0.000019,0.000019,0.000017,0.000006
7.005805,7.256751,24.449205,2.577877,3.031121,0.212034,1.663590,3.760108,4.256596,9.236226,14.565211,7.479107,3.396642,3.230991,4.803600,9.752870,4.468230,1.260473,2.547958,0.498227,0.798738,0.619098,0.924864,1.244720,1.427419,1.222986,0.439513,0.422722,0.126556,0.015225,0.019339,0.122557,0.402241,0.074741,0.215501,0.137091,0.085947,0.050818,0.017063,0.023840,0.006593,0.090003,0.099558,0.055395,0.022707,0.028814,0.043691,0.038423,0.014342,0.005599,0.007254,0.006529,0.008473,0.016997,0.007516,0.001306,0.004080,0.007274,0.013104,0.015989,0.005677,0.001794,0.005850,0.001820,0.002288,0.000641,0.000611,0.003506,0.008022,0.007482,0.003729,0.000855,0.000683,0.002206,0.004767,0.000962,0.008558,0.005430,0.000275,0.000451,0.000539,0.001077,0.001621,0.003699,0.005209,0.001872,0.000729,0.001325,0.000334,0.000823,0.000946,0.000052,0.000542,0.000214,0.000037,0.000087,0.000121,0.000038,0.000130,0.000066,0.000021,0.000023,0.000012,0.000010,0.000013,0.000017,0.000003,0.000013,0.000042,0.000022,0.000003,0.000001,0.000002,0.000025,0.000023,0.000043,0.000089,0.000044,0.000063,0.000026,0.000006,0.000007,0.000005,0.000022,0.000025,0.000045,0.000019,0.000003,0.000011,0.000017
7.055805,42.537855,67.047446,28.698614,9.776624,2.749501,3.630206,3.986804,1.796181,1.013252,1.219053,3.104604,4.126206,1.030978,1.125353,1.767999,1.298866,0.774878,0.593677,1.033370,1.639389,0.529574,0.121959,0.301506,0.282451,0.568112,0.441840,0.256854,0.172324,0.186287,0.267973,0.289497,0.295286,0.566054,0.365116,0.108123,0.013410,0.043586,0.054413,0.055812,0.036668,0.021580,0.016633,0.005991,0.006802,0.023883,0.020841,0.010256,0.011782,0.008242,0.007200,0.008805,0.005485,0.019687,0.010356,0.003135,0.010728,0.010893,0.009056,0.008062,0.011059,0.009935,0.001910,0.000745,0.001021,0.000688,0.001699,0.002824,0.006406,0.003838,0.000393,0.004062,0.004036,0.002630,0.002467,0.003307,0.002964,0.001038,0.002997,0.000636,0.003276,0.003495,0.000746,0.001856,0.000591,0.001456,0.001712,0.001951,0.001611,0.000609,0.000667,0.000203,0.000235,0.000278,0.000042,0.000120,0.000123,0.000066,0.000084,0.000058,0.000072,0.000042,0.000038,0.000038,0.000015,0.000017,0.000023,0.000033,0.000025,0.000016,0.000035,0.000049,0.000046,0.000004,0.000047,0.000065,0.000076,0.000053,0.000010,0.000014,0.000008,0.000024,0.000037,0.000028,0.000026,0.000042,0.000028,0.000013,0.000029,0.000025
7.105805,30.639416,213.983792,53.774765,14.780498,25.617111,27.719989,5.085077,4.336825,13.453067,20.927981,16.313666,10.775542,8.100942,5.839301,1.904607,3.170899,0.770988,5.795062,4.266244,4.129857,5.042057,2.833751,1.244647,0.515827,0.284580,0.300870,0.492161,0.500032,0.414453,0.657871,0.486481,0.562484,0.121947,0.200987,0.432111,0.435750,0.166769,0.152847,0.364567,0.558164,0.466396,0.284552,0.216366,0.267333,0.270217,0.175387,0.156720,0.204323,0.173427,0.107084,0.070740,0.087773,0.129655,0.104936,0.087699,0.115028,0.143575,0.130242,0.112985,0.116111,0.086074,0.066813,0.089889,0.118645,0.100687,0.081665,0.078538,0.066894,0.069945,0.069383,0.052748,0.068713,0.081276,0.076374,0.091751,0.094008,0.075090,0.057765,0.058590,0.062187,0.056679,0.069967,0.086449,0.079856,0.081509,0.090862,0.076604,0.060246,0.053227,0.051333,0.052263,0.047385,0.047297,0.050672,0.047813,0.049567,0.052949,0.051981,0.051833,0.052730,0.053562,0.052502,0.050669,0.051703,0.053708,0.052241,0.049837,0.049498,0.048020,0.046228,0.045697,0.045932,0.047221,0.048024,0.047452,0.046268,0.045687,0.046147,0.046670,0.045734,0.044798,0.044287,0.044065,0.045556,0.046447,0.045666,0.045626,0.047297,0.024274
7.155805,87.650781,132.503057,29.712714,6.871298,19.125542,3.979158,2.840352,2.743237,0.407370,0.845317,2.291533,1.710646,1.405460,0.941590,3.744068,5.371646,2.198162,6.596564,4.127691,0.410241,3.175794,3.181375,0.765351,1.141187,2.155320,0.600964,0.183571,0.091700,0.102021,0.051523,0.167558,0.207808,0.340701,0.098787,0.109003,0.196190,0.203481,0.103683,0.017653,0.128395,0.037110,0.057989,0.078698,0.024440,0.013426,0.003154,0.030484,0.046598,0.027669,0.023725,0.015725,0.028699,0.019364,0.016626,0.003887,0.017303,0.021144,0.037069,0.004318,0.011758,0.010653,0.002624,0.004479,0.011314,0.010544,0.013905,0.018693,0.014720,0.003629,0.004620,0.009331,0.008830,0.010368,0.010129,0.002148,0.011011,0.016500,0.010295,0.004401,0.009534,0.001665,0.003421,0.010919,0.002761,0.004188,0.000425,0.003049,0.001532,0.002666,0.000547,0.001170,0.001746,0.000584,0.000237,0.000372,0.000458,0.000161,0.000092,0.000198,0.000011,0.000034,0.000022,0.000039,0.000059,0.000024,0.000027,0.000029,0.000015,0.000021,0.000017,0.000030,0.000029,0.000020,0.000005,0.000007,0.000009,0.000006,0.000014,0.000046,0.000028,0.000034,0.000020,0.000012,0.000012,0.000007,0.000018,0.000030,0.000018,0.000001
7.205805,105.264919,158.472022,55.071251,14.003073,7.023461,15.696504,5.447871,6.815072,2.287975,1.084577,1.427934,1.644062,1.290498,1.368793,3.474266,1.125504,6.194625,5.421801,1.001736,0.560991,0.450498,0.470943,0.476056,0.650863,0.338530,0.292658,0.066132,0.059527,0.185753,0.399398,0.136425,0.039825,0.044960,0.014228,0.016405,0.113883,0.244588,0.195745,0.093493,0.042802,0.017350,0.000939,0.014656,0.030162,0.023718,0.016084,0.017501,0.034821,0.021537,0.003937,0.007834,0.008841,0.001719,0.002568,0.007444,0.009355,0.004365,0.003739,0.002866,0.002562,0.003080,0.003055,0.000935,0.000869,0.001934,0.002319,0.005479,0.002597,0.007672,0.003727,0.012611,0.005918,0.004351,0.004112,0.000626,0.001222,0.004023,0.001498,0.001214,0.001121,0.001815,0.004839,0.004288,0.002682,0.002984,0.001008,0.002436,0.003501,0.001919,0.001032,0.000670,0.000634,0.000416,0.000114,0.000151,0.000131,0.000114,0.000105,0.000055,0.000081,0.000096,0.000026,0.000021,0.000027,0.000016,0.000012,0.000026,0.000039,0.000023,0.000012,0.000020,0.000062,0.000048,0.000047,0.000030,0.000026,0.000019,0.000022,0.000029,0.000014,0.000007,0.000005,0.000010,0.000028,0.000025,0.000008,0.000005,0.000032,0.000024
7.255805,52.307576,153.354208,13.087770,26.023575,17.132721,7.076653,4.087290,2.050904,0.938736,0.229227,0.101772,0.486948,1.566017,3.987201,2.165360,2.856533,3.391836,5.759331,1.242206,3.634332,3.408304,1.170516,0.377195,0.372735,0.563877,0.314886,0.385142,0.217575,0.036443,0.198154,0.562504,0.831966,1.473518,1.141951,0.210414,0.234728,0.074649,0.018846,0.009819,0.013135,0.017514,0.002344,0.004371,0.008179,0.004033,0.019432,0.042338,0.016284,0.002884,0.005935,0.015776,0.003953,0.007135,0.001686,0.006058,0.003514,0.000467,0.004774,0.002041,0.001971,0.000629,0.000296,0.002848,0.000581,0.003908,0.002023,0.002104,0.001970,0.000976,0.000504,0.000782,0.002776,0.003394,0.003542,0.001196,0.000891,0.006608,0.006421,0.000907,0.003532,0.001432,0.000032,0.000320,0.000477,0.000509,0.000844,0.001073,0.000250,0.000853,0.000051,0.000120,0.000157,0.000079,0.000247,0.000095,0.000031,0.000009,0.000058,0.000070,0.000014,0.000051,0.000008,0.000001,0.000012,0.000005,0.000007,0.000033,0.000062,0.000065,0.000023,0.000009,0.000011,0.000003,0.000012,0.000018,0.000000,0.000013,0.000005,0.000034,0.000013,0.000013,0.000024,0.000018,0.000014,0.000014,0.000004,0.000010,0.000020,0.000001
7.305805,24.770869,39.661267,7.348322,0.838554,3.300549,5.789963,4.833012,1.340698,3.341112,3.155204,1.492823,1.356357,3.512008,2.611039,1.562738,0.571823,2.978552,4.629975,3.218773,0.450569,1.140105,0.740012,0.226469,0.399897,0.303437,0.042747,0.107133,0.298485,0.201514,0.005114,0.106574,0.422342,0.394191,0.181179,0.176900,0.111146,0.070877,0.028072,0.014141,0.002894,0.010305,0.017584,0.019212,0.007802,0.007889,0.014914,0.024787,0.018564,0.029227,0.027735,0.011042,0.002510,0.003462,0.013127,0.013615,0.005934,0.001413,0.007078,0.010618,0.007709,0.005292,0.003923,0.001545,0.000978,0.001567,0.002801,0.001407,0.002123,0.001851,0.000656,0.000362,0.004096,0.005313,0.002736,0.002644,0.002678,0.002562,0.001206,0.000731,0.000826,0.000485,0.001421,0.000341,0.001223,0.002504,0.003232,0.003643,0.002648,0.001006,0.000266,0.000162,0.000133,0.000179,0.000431,0.000229,0.000039,0.000036,0.000027,0.000089,0.000234,0.000167,0.000018,0.000008,0.000014,0.000015,0.000017,0.000022,0.000013,0.000007,0.000002,0.000002,0.000006,0.000020,0.000035,0.000011,0.000004,0.000004,0.000004,0.000009,0.000024,0.000021,0.000001,0.000009,0.000008,0.000010,0.000048,0.000044,0.000026,0.000025
7.355805,125.212721,121.945731,22.641039,4.372734,1.330216,1.870222,2.626425,5.673439,3.212074,3.222267,1.849119,0.657869,1.595983,1.301273,2.709333,1.222037,5.329882,2.054634,0.716001,0.518268,0.875692,0.077651,0.194122,0.555553,0.725502,0.208601,0.104887,0.122063,0.294334,0.045694,0.110063,0.970383,0.341365,0.192882,0.162350,0.426157,0.258360,0.042784,0.009739,0.026213,0.040423,0.062923,0.052970,0.021726,0.008245,0.034890,0.017446,0.007307,0.006055,0.019270,0.042663,0.019341,0.004139,0.002231,0.018665,0.024874,0.016696,0.007389,0.001252,0.006834,0.004659,0.004529,0.006026,0.006080,0.000843,0.000963,0.003798,0.001593,0.000460,0.000965,0.000522,0.003993,0.005610,0.001051,0.000902,0.001668,0.003637,0.002851,0.000666,0.001735,0.001083,0.002349,0.002241,0.001118,0.000709,0.000767,0.000187,0.000698,0.000789,0.000443,0.000356,0.000403,0.000426,0.000627,0.000237,0.000058,0.000033,0.000021,0.000053,0.000080,0.000009,0.000062,0.000042,0.000021,0.000027,0.000028,0.000039,0.000045,0.000019,0.000010,0.000048,0.000082,0.000054,0.000086,0.000086,0.000030,0.000007,0.000035,0.000020,0.000032,0.000022,0.000005,0.000080,0.000087,0.000027,0.000010,0.000015,0.000062,0.000003
7.405805,119.581949,128.016140,28.869253,7.311603,0.519887,6.838335,2.716736,5.184978,5.579322,1.586628,1.388416,3.477521,4.363589,2.174565,2.192674,1.377043,0.611374,1.516726,1.376968,0.796848,0.620108,0.323776,0.137498,0.547193,1.108351,0.661182,0.244327,0.153960,0.269135,0.295423,0.301679,0.121496,0.118337,0.324764,0.059598,0.102212,0.129155,0.100206,0.029820,0.024727,0.009001,0.031103,0.001914,0.014502,0.043867,0.008466,0.027348,0.045327,0.048580,0.054373,0.058265,0.044746,0.015564,0.006343,0.001444,0.006537,0.012150,0.005729,0.003372,0.004485,0.005828,0.008119,0.005868,0.008164,0.004776,0.005321,0.003728,0.000972,0.002182,0.000904,0.001093,0.000437,0.000680,0.000765,0.001459,0.001758,0.003567,0.007789,0.003834,0.001674,0.004007,0.001197,0.002428,0.002996,0.001497,0.001414,0.000260,0.000493,0.000936,0.000857,0.000630,0.000128,0.000099,0.000142,0.000085,0.000137,0.000295,0.000191,0.000072,0.000053,0.000008,0.000031,0.000017,0.000004,0.000001,0.000006,0.000013,0.000031,0.000013,0.000016,0.000036,0.000034,0.000010,0.000032,0.000024,0.000015,0.000013,0.000006,0.000069,0.000090,0.000053,0.000027,0.000010,0.000020,0.000063,0.000024,0.000006,0.000016,0.000008
7.455805,16.970254,17.139425,7.163957,4.707652,1.592660,3.021162,2.465341,2.548144,3.714696,4.424771,4.451295,2.786360,0.363183,2.444484,3.560365,0.707521,2.665487,5.704407,4.002244,0.828620,1.333291,1.203619,0.692371,0.553379,0.297824,0.731806,0.887046,0.510767,0.328920,0.187586,0.354100,0.515088,0.344765,0.342173,0.147765,0.070413,0.035047,0.102545,0.145540,0.035777,0.014137,0.009974,0.016291,0.008976,0.005948,0.025573,0.017260,0.008465,0.015707,0.004837,0.013169,0.016480,0.003692,0.001310,0.001538,0.003516,0.005529,0.004349,0.007349,0.013844,0.008211,0.002711,0.003247,0.005334,0.004814,0.002458,0.001427,0.000959,0.001627,0.002499,0.005084,0.005782,0.002259,0.001680,0.000659,0.000682,0.001841,0.000885,0.000298,0.001082,0.000616,0.000272,0.001833,0.000841,0.005523,0.002043,0.000170,0.000413,0.000582,0.000512,0.000212,0.000088,0.000458,0.000582,0.000204,0.000053,0.000100,0.000082,0.000026,0.000028,0.000012,0.000015,0.000047,0.000077,0.000029,0.000111,0.000065,0.000075,0.000097,0.000049,0.000019,0.000018,0.000022,0.000022,0.000023,0.000026,0.000011,0.000002,0.000009,0.000018,0.000011,0.000021,0.000029,0.000028,0.000050,0.000050,0.000078,0.000028,0.000002
7.505805,25.226595,136.073371,34.651242,11.370336,0.526848,1.411787,1.880912,2.585042,2.728212,2.026194,0.670204,1.346047,7.448713,8.117382,3.681799,0.483720,0.590421,0.698273,0.439026,0.097165,0.289165,1.183214,0.923149,0.036227,0.128538,0.031519,0.028713,0.035868,0.064610,0.034387,0.001970,0.102024,0.517934,0.450070,0.408864,0.240716,0.004076,0.143721,0.102052,0.085312,0.023371,0.002897,0.011176,0.011589,0.013618,0.016836,0.023766,0.019666,0.008455,0.006219,0.005061,0.002454,0.017879,0.012765,0.020256,0.030163,0.012136,0.003522,0.000845,0.000269,0.000606,0.001033,0.000155,0.002501,0.001807,0.001990,0.002403,0.000398,0.001378,0.000156,0.002173,0.000925,0.000200,0.001099,0.000488,0.003023,0.005647,0.001643,0.000276,0.001305,0.000872,0.001141,0.003916,0.001817,0.000499,0.000398,0.000230,0.000224,0.000058,0.000556,0.000523,0.000264,0.000238,0.000277,0.000229,0.000175,0.000052,0.000021,0.000009,0.000009,0.000012,0.000006,0.000027,0.000039,0.000029,0.000020,0.000004,0.000019,0.000007,0.000007,0.000024,0.000030,0.000026,0.000026,0.000014,0.000015,0.000001,0.000018,0.000032,0.000009,0.000006,0.000017,0.000059,0.000035,0.000010,0.000028,0.000016,0.000005,0.000008
7.555805,82.633138,155.797183,22.573659,3.147894,3.896997,4.725915,7.016719,5.935860,7.311833,5.324442,6.183506,5.786820,1.685654,0.998476,1.216020,5.471673,3.378158,1.149570,1.109675,0.841577,0.676366,0.235507,0.195410,0.167250,0.215847,0.220718,0.497410,0.900680,0.223972,0.132061,0.390300,0.703622,0.779941,0.817435,0.358672,0.128464,0.081221,0.057631,0.031553,0.003571,0.016095,0.009603,0.036363,0.054599,0.015236,0.033394,0.026974,0.012171,0.009451,0.012093,0.013335,0.005678,0.014201,0.005673,0.004817,0.010877,0.005624,0.000332,0.005376,0.008307,0.005311,0.005420,0.007804,0.007773,0.003061,0.002639,0.004634,0.005651,0.002608,0.000979,0.001058,0.000293,0.002192,0.002190,0.000573,0.001292,0.000674,0.002627,0.002100,0.001636,0.001825,0.000721,0.001845,0.002556,0.000998,0.001137,0.000445,0.000834,0.000767,0.002293,0.002134,0.000350,0.000055,0.000008,0.000036,0.000117,0.000407,0.000262,0.000069,0.000056,0.000040,0.000030,0.000022,0.000014,0.000022,0.000016,0.000008,0.000018,0.000029,0.000016,0.000011,0.000072,0.000069,0.000013,0.000008,0.000019,0.000042,0.000030,0.000067,0.000030,0.000018,0.000004,0.000014,0.000011,0.000024,0.000036,0.000028,0.000037,0.000016
7.605805,10.751502,31.346965,16.605956,7.511720,3.474133,12.010012,12.954566,6.964032,2.826200,1.584057,1.440448,1.538671,1.613552,1.110751,2.587393,1.267465,1.060879,3.281045,4.279768,1.131199,0.337510,1.101535,0.938367,0.472596,0.421112,0.258908,0.137176,0.116536,0.124087,0.336869,0.233014,0.052581,0.075852,0.057980,0.121728,0.214797,0.080514,0.041611,0.129143,0.085296,0.013802,0.015211,0.014078,0.026992,0.017192,0.010072,0.012846,0.002673,0.002760,0.014044,0.011704,0.003071,0.010993,0.000738,0.005410,0.016073,0.015098,0.014525,0.017314,0.013145,0.005746,0.006136,0.006506,0.001473,0.000864,0.000784,0.002368,0.002726,0.003849,0.002127,0.000905,0.002798,0.001612,0.002084,0.001690,0.000696,0.000637,0.001673,0.002820,0.003534,0.002962,0.001552,0.001720,0.001671,0.000517,0.000965,0.000408,0.000731,0.000530,0.000196,0.000363,0.000801,0.000546,0.000065,0.000309,0.000270,0.000088,0.000176,0.000211,0.000016,0.000028,0.000046,0.000021,0.000003,0.000010,0.000017,0.000037,0.000006,0.000005,0.000010,0.000021,0.000006,0.000006,0.000009,0.000005,0.000009,0.000023,0.000016,0.000021,0.000039,0.000038,0.000018,0.000002,0.000029,0.000017,0.000004,0.000010,0.000051,0.000043
7.655805,22.327937,32.342201,13.798965,12.781834,11.469146,3.786137,3.790772,2.936072,2.614379,1.691999,2.198419,1.261113,0.783515,0.864673,1.359762,3.926741,2.113200,0.815082,1.471521,2.270937,0.380154,0.011808,0.526912,0.642264,0.549173,0.355183,0.566823,1.056331,0.874968,0.632210,0.096080,0.088799,0.057299,0.213491,0.059043,0.018946,0.049302,0.020083,0.017049,0.009769,0.038985,0.021961,0.011495,0.022634,0.036437,0.019208,0.013549,0.004737,0.024640,0.021344,0.004194,0.000942,0.008087,0.022003,0.021019,0.013162,0.005595,0.001812,0.000904,0.001887,0.003405,0.002831,0.003321,0.001063,0.005522,0.006726,0.001859,0.000803,0.000584,0.001167,0.004014,0.000854,0.000220,0.003985,0.010067,0.007556,0.001542,0.002856,0.004019,0.001657,0.001264,0.000123,0.000553,0.000825,0.002629,0.002017,0.001571,0.000249,0.000232,0.000071,0.000290,0.000213,0.000284,0.000144,0.000093,0.000149,0.000211,0.000099,0.000046,0.000042,0.000157,0.000101,0.000036,0.000010,0.000001,0.000015,0.000022,0.000009,0.000005,0.000008,0.000005,0.000004,0.000017,0.000014,0.000008,0.000002,0.000001,0.000013,0.000028,0.000029,0.000048,0.000020,0.000024,0.000034,0.000009,0.000007,0.000012,0.000048,0.000030
7.705805,51.934495,124.796067,56.296541,13.007575,2.306414,2.249971,3.022292,1.140337,2.350270,0.472827,2.247743,6.882458,4.880615,1.516649,2.923769,2.224235,1.517657,1.551473,1.259867,2.457324,2.323392,1.356399,0.510412,0.373250,0.144760,0.154716,0.267978,0.483068,0.519818,0.554174,0.254005,0.285797,0.606429,0.215171,0.054749,0.180656,0.053571,0.003908,0.016132,0.031104,0.017782,0.043721,0.043996,0.002790,0.030106,0.033595,0.027897,0.012827,0.026076,0.025871,0.005436,0.005581,0.013835,0.011229,0.012707,0.012180,0.006826,0.004474,0.002558,0.002723,0.001187,0.004584,0.001717,0.007476,0.005861,0.000503,0.000704,0.003457,0.003732,0.003614,0.002956,0.000373,0.001092,0.000828,0.001644,0.001963,0.001715,0.001738,0.002927,0.001378,0.000802,0.000161,0.001478,0.001207,0.003693,0.001491,0.001264,0.001336,0.000235,0.000131,0.000245,0.000197,0.000110,0.000152,0.000224,0.000120,0.000056,0.000018,0.000041,0.000075,0.000058,0.000010,0.000043,0.000009,0.000005,0.000003,0.000010,0.000032,0.000062,0.000030,0.000024,0.000027,0.000020,0.000008,0.000008,0.000006,0.000012,0.000012,0.000038,0.000023,0.000003,0.000008,0.000019,0.000032,0.000006,0.000028,0.000020,0.000044,0.000029
7.755805,1.817851,27.542231,16.742122,2.364933,2.598631,2.932522,1.348787,1.773004,5.922494,8.462480,4.493848,4.668556,9.977005,5.081592,2.447682,6.555566,3.357468,0.151291,0.089527,0.314034,1.363497,2.939417,1.592342,1.006620,0.468189,0.098314,0.322868,0.564660,0.815574,0.347292,0.052539,0.291719,0.150112,0.388245,0.368408,0.103349,0.103729,0.001171,0.023405,0.049112,0.067179,0.033039,0.020462,0.037697,0.105458,0.084990,0.050470,0.006887,0.014890,0.007070,0.014203,0.003837,0.001771,0.006121,0.037987,0.033142,0.010565,0.003765,0.003877,0.002861,0.007452,0.022188,0.020831,0.012895,0.009115,0.003921,0.001634,0.002461,0.012169,0.019074,0.015382,0.014169,0.014875,0.008236,0.003955,0.009587,0.020360,0.016485,0.012041,0.011459,0.007085,0.006189,0.008092,0.005669,0.007019,0.011245,0.008829,0.004985,0.004872,0.007509,0.008001,0.005004,0.005160,0.006413,0.005879,0.007056,0.007600,0.005638,0.005602,0.006711,0.006648,0.006191,0.005803,0.005588,0.005952,0.005858,0.004676,0.004337,0.005489,0.006133,0.005475,0.004924,0.005207,0.005805,0.005372,0.004851,0.005045,0.004757,0.004375,0.004590,0.005275,0.005891,0.005531,0.004695,0.004373,0.004400,0.004630,0.005529,0.003121
7.805805,63.664511,79.522173,2.886940,7.197355,1.443835,5.740988,6.925094,3.300544,4.376129,4.500137,2.447267,3.260502,2.540017,5.870224,12.894788,7.551678,1.534674,3.496634,2.430500,1.716653,3.033961,2.137965,0.482821,0.126838,0.633916,0.939602,0.323881,0.144954,0.032915,0.032983,0.155317,0.799112,0.237446,0.673348,0.388220,0.171829,0.125835,0.097652,0.052943,0.046705,0.026620,0.011019,0.039568,0.056934,0.024561,0.029857,0.060546,0.039024,0.007134,0.007040,0.012700,0.000656,0.004461,0.008350,0.027917,0.017154,0.013054,0.010556,0.009210,0.001811,0.008848,0.004270,0.006809,0.003172,0.002658,0.007162,0.005180,0.000352,0.005629,0.005437,0.002249,0.002085,0.002489,0.004525,0.003010,0.003518,0.004105,0.002073,0.004034,0.002915,0.004578,0.000900,0.000943,0.001928,0.003237,0.001704,0.002171,0.001452,0.000450,0.000208,0.000352,0.000203,0.000126,0.000353,0.000074,0.000124,0.000111,0.000058,0.000079,0.000036,0.000039,0.000021,0.000006,0.000035,0.000025,0.000012,0.000013,0.000006,0.000013,0.000016,0.000028,0.000018,0.000023,0.000015,0.000008,0.000008,0.000004,0.000011,0.000020,0.000010,0.000009,0.000014,0.000010,0.000003,0.000006,0.000022,0.000011,0.000006,0.000007
