Time(s),0.00Hz_dB,86.13Hz_dB,172.27Hz_dB,258.40Hz_dB,344.53Hz_dB,430.66Hz_dB,516.80Hz_dB,602.93Hz_dB,689.06Hz_dB,775.20Hz_dB,861.33Hz_dB,947.46Hz_dB,1033.59Hz_dB,1119.73Hz_dB,1205.86Hz_dB,1291.99Hz_dB,1378.12Hz_dB,1464.26Hz_dB,1550.39Hz_dB,1636.52Hz_dB,1722.66Hz_dB,1808.79Hz_dB,1894.92Hz_dB,1981.05Hz_dB,2067.19Hz_dB,2153.32Hz_dB,2239.45Hz_dB,2325.59Hz_dB,2411.72Hz_dB,2497.85Hz_dB,2583.98Hz_dB,2670.12Hz_dB,2756.25Hz_dB,2842.38Hz_dB,2928.52Hz_dB,3014.65Hz_dB,3100.78Hz_dB,3186.91Hz_dB,3273.05Hz_dB,3359.18Hz_dB,3445.31Hz_dB,3531.45Hz_dB,3617.58Hz_dB,3703.71Hz_dB,3789.84Hz_dB,3875.98Hz_dB,3962.11Hz_dB,4048.24Hz_dB,4134.38Hz_dB,4220.51Hz_dB,4306.64Hz_dB,4392.77Hz_dB,4478.91Hz_dB,4565.04Hz_dB,4651.17Hz_dB,4737.30Hz_dB,4823.44Hz_dB,4909.57Hz_dB,4995.70Hz_dB,5081.84Hz_dB,5167.97Hz_dB,5254.10Hz_dB,5340.23Hz_dB,5426.37Hz_dB,5512.50Hz_dB,5598.63Hz_dB,5684.77Hz_dB,5770.90Hz_dB,5857.03Hz_dB,5943.16Hz_dB,6029.30Hz_dB,6115.43Hz_dB,6201.56Hz_dB,6287.70Hz_dB,6373.83Hz_dB,6459.96Hz_dB,6546.09Hz_dB,6632.23Hz_dB,6718.36Hz_dB,6804.49Hz_dB,6890.62Hz_dB,6976.76Hz_dB,7062.89Hz_dB,7149.02Hz_dB,7235.16Hz_dB,7321.29Hz_dB,7407.42Hz_dB,7493.55Hz_dB,7579.69Hz_dB,7665.82Hz_dB,7751.95Hz_dB,7838.09Hz_dB,7924.22Hz_dB,8010.35Hz_dB,8096.48Hz_dB,8182.62Hz_dB,8268.75Hz_dB,8354.88Hz_dB,8441.02Hz_dB,8527.15Hz_dB,8613.28Hz_dB,8699.41Hz_dB,8785.55Hz_dB,8871.68Hz_dB,8957.81Hz_dB,9043.95Hz_dB,9130.08Hz_dB,9216.21Hz_dB,9302.34Hz_dB,9388.48Hz_dB,9474.61Hz_dB,9560.74Hz_dB,9646.88Hz_dB,9733.01Hz_dB,9819.14Hz_dB,9905.27Hz_dB,9991.41Hz_dB,10077.54Hz_dB,10163.67Hz_dB,10249.80Hz_dB,10335.94Hz_dB,10422.07Hz_dB,10508.20Hz_dB,10594.34Hz_dB,10680.47Hz_dB,10766.60Hz_dB,10852.73Hz_dB,10938.87Hz_dB,11025.00Hz_dB
2.255805,43.082345,97.930771,33.051678,20.692922,14.891735,6.898765,9.093934,5.118981,5.545709,13.698169,38.307530,15.636833,1.062783,3.285646,1.974026,5.672308,14.956762,11.623401,16.779950,8.150457,3.340014,2.291344,0.925822,2.028203,0.972582,0.484547,0.367050,0.369901,0.377081,0.072733,0.150788,0.054649,0.106750,0.273790,0.275286,0.120612,0.163980,0.037284,0.108375,0.110086,0.011538,0.021731,0.041080,0.106987,0.029898,0.050658,0.037853,0.083283,0.029762,0.038515,0.028601,0.014096,0.018803,0.003588,0.001278,0.001285,0.004574,0.002248,0.018740,0.015227,0.006131,0.003038,0.002610,0.004364,0.002743,0.001217,0.001884,0.003063,0.002665,0.009420,0.006335,0.000928,0.001795,0.003527,0.009502,0.019396,0.008822,0.002933,0.002087,0.002037,0.003722,0.012042,0.013941,0.010480,0.005743,0.006003,0.006257,0.005427,0.002749,0.001163,0.001533,0.001440,0.000690,0.000268,0.000335,0.000403,0.000254,0.000116,0.000118,0.000127,0.000120,0.000150,0.000121,0.000054,0.000008,0.000015,0.000011,0.000001,0.000006,0.000005,0.000016,0.000007,0.000014,0.000014,0.000007,0.000010,0.000018,0.000014,0.000017,0.000020,0.000031,0.000037,0.000010,0.000008,0.000006,0.000011,0.000015,0.000036,0.000016
2.305805,211.840773,301.713600,43.782617,4.926510,2.195333,7.036312,10.090985,3.097988,11.574324,14.773573,122.234374,107.777292,9.872137,2.881554,4.351728,11.814136,18.437004,14.931138,7.173964,1.286072,2.223571,1.601273,2.269417,1.949795,0.370194,0.305040,1.156909,1.077596,1.134376,1.067730,0.384572,0.586195,0.463612,0.857237,0.169469,0.098534,0.288923,0.333896,0.052838,0.039627,0.025021,0.013442,0.088694,0.025621,0.049094,0.064337,0.028798,0.041553,0.008895,0.058945,0.045731,0.002803,0.019916,0.037647,0.027936,0.010352,0.015878,0.007766,0.004593,0.005114,0.003165,0.006722,0.005704,0.002615,0.000486,0.003863,0.011135,0.009919,0.007584,0.011627,0.007752,0.003142,0.001841,0.004548,0.006673,0.007422,0.003309,0.002124,0.014408,0.014740,0.000715,0.001800,0.000286,0.000614,0.000950,0.002648,0.001492,0.001693,0.002717,0.002175,0.001042,0.000133,0.000429,0.000640,0.000148,0.000024,0.000145,0.000386,0.000193,0.000044,0.000064,0.000102,0.000058,0.000021,0.000032,0.000036,0.000021,0.000034,0.000014,0.000007,0.000008,0.000008,0.000020,0.000048,0.000031,0.000040,0.000068,0.000032,0.000021,0.000029,0.000007,0.000009,0.000023,0.000033,0.000009,0.000004,0.000010,0.000017,0.000002
2.355805,52.513751,113.071985,62.868573,18.667766,10.352397,5.012286,3.238233,3.279054,3.897489,5.867324,16.551961,16.505657,1.166811,1.120727,1.847414,4.987314,4.446169,11.718378,18.760289,3.104354,0.322781,2.610589,5.842108,4.433727,1.687529,0.539269,0.589871,0.107157,0.565568,0.449301,0.137904,0.508891,1.472212,0.382402,0.378423,0.630263,0.146196,0.035927,0.011921,0.021322,0.046802,0.014915,0.024527,0.067498,0.085482,0.153069,0.064429,0.010343,0.011890,0.022145,0.034190,0.067668,0.055697,0.004497,0.006905,0.003679,0.008836,0.016497,0.012099,0.012138,0.002436,0.004769,0.001567,0.007178,0.006010,0.005369,0.005039,0.000655,0.002820,0.008064,0.008105,0.001235,0.006574,0.006499,0.001290,0.008977,0.012917,0.002452,0.000360,0.002049,0.002127,0.001822,0.001967,0.001730,0.004820,0.010901,0.004244,0.000979,0.002867,0.004226,0.001049,0.001820,0.002345,0.003045,0.001452,0.000480,0.000205,0.000422,0.000191,0.000100,0.000124,0.000054,0.000016,0.000009,0.000007,0.000010,0.000014,0.000011,0.000027,0.000019,0.000022,0.000010,0.000031,0.000045,0.000023,0.000013,0.000007,0.000018,0.000026,0.000026,0.000010,0.000003,0.000023,0.000057,0.000002,0.000028,0.000016,0.000060,0.000040
2.405805,227.733194,282.053845,28.004460,15.148971,8.697294,0.980841,2.697052,48.247425,64.349692,12.540404,11.062804,16.168509,4.621283,8.895526,5.852191,2.905089,5.454794,6.867391,5.013793,3.925180,6.242673,2.643576,0.654874,0.372231,0.548353,0.261278,0.341906,0.769565,0.987696,0.333023,0.436163,1.059931,1.945722,0.589723,0.351098,0.448701,0.101211,0.031286,0.020662,0.125528,0.145848,0.057745,0.061197,0.069677,0.025872,0.018209,0.040243,0.031091,0.042812,0.013895,0.032844,0.009893,0.005288,0.005034,0.003828,0.009793,0.012969,0.003588,0.004268,0.005367,0.007036,0.016743,0.011602,0.005966,0.001095,0.005338,0.011499,0.008537,0.004519,0.006266,0.011842,0.007039,0.003501,0.001553,0.004517,0.003724,0.002740,0.004825,0.007665,0.004467,0.000961,0.000693,0.001151,0.004094,0.010208,0.006185,0.006066,0.000898,0.001471,0.000720,0.000524,0.000264,0.000299,0.000436,0.000252,0.000057,0.000127,0.000094,0.000118,0.000099,0.000133,0.000091,0.000020,0.000011,0.000005,0.000004,0.000028,0.000069,0.000012,0.000019,0.000046,0.000037,0.000004,0.000015,0.000009,0.000018,0.000024,0.000010,0.000020,0.000080,0.000069,0.000056,0.000041,0.000067,0.000097,0.000032,0.000014,0.000013,0.000013
2.455805,66.529711,98.867150,6.025092,33.248115,23.368886,2.427126,8.543886,34.073130,23.306224,4.960816,15.005715,33.082334,9.064272,0.730007,5.461594,0.886666,4.889486,3.540622,2.099903,2.524814,0.160234,1.943247,1.939672,3.658978,2.439957,1.818590,1.218129,0.398561,1.273372,0.252908,0.081493,0.815700,2.075052,1.668003,0.437317,0.154709,0.106741,0.129249,0.085449,0.028689,0.046805,0.035515,0.016913,0.013928,0.044912,0.073025,0.011508,0.020423,0.039523,0.006236,0.024977,0.032486,0.013052,0.017709,0.020457,0.003025,0.013931,0.017655,0.024024,0.027079,0.012910,0.008420,0.013450,0.005428,0.004022,0.013438,0.013052,0.002240,0.003620,0.011585,0.014883,0.012861,0.003538,0.006727,0.003458,0.005645,0.006004,0.001954,0.001030,0.002729,0.008455,0.013568,0.005799,0.001819,0.002114,0.004532,0.005289,0.005588,0.003060,0.001772,0.001932,0.001539,0.001094,0.001091,0.001160,0.001051,0.000980,0.000916,0.000899,0.000859,0.000795,0.000705,0.000666,0.000780,0.000804,0.000751,0.000702,0.000666,0.000665,0.000630,0.000627,0.000678,0.000688,0.000651,0.000608,0.000682,0.000735,0.000709,0.000694,0.000697,0.000664,0.000597,0.000582,0.000596,0.000621,0.000675,0.000660,0.000630,0.000306
2.505805,12.119477,8.848185,2155.700271,5053.177737,990.374677,1.062314,2.651281,16.911520,21.623250,5.901714,1.871229,5.709209,9.929031,15.508631,8.646181,2.554587,1.184775,24.030350,22.840663,5.147153,4.053056,2.596525,1.427175,0.225114,0.664409,0.804486,0.588559,0.685374,1.711644,2.045059,1.114666,0.563598,0.097668,0.215285,0.266331,0.101590,0.211559,0.124335,0.303664,0.098663,0.084508,0.233369,0.138958,0.130965,0.060855,0.018051,0.059825,0.029899,0.039340,0.103799,0.035998,0.031531,0.019818,0.023645,0.004883,0.013197,0.034488,0.027389,0.017565,0.007655,0.031030,0.012248,0.018681,0.028165,0.009407,0.004618,0.019665,0.020344,0.018337,0.003557,0.010290,0.006875,0.007453,0.008722,0.011254,0.008236,0.021433,0.006614,0.006906,0.011587,0.008405,0.007495,0.010590,0.006008,0.001863,0.014475,0.010665,0.000510,0.003085,0.000973,0.000102,0.000389,0.000342,0.000645,0.000223,0.000230,0.000128,0.000065,0.000099,0.000017,0.000089,0.000090,0.000030,0.000005,0.000065,0.000049,0.000014,0.000013,0.000005,0.000006,0.000015,0.000005,0.000019,0.000035,0.000017,0.000014,0.000007,0.000004,0.000017,0.000007,0.000006,0.000015,0.000017,0.000008,0.000020,0.000046,0.000026,0.000046,0.000031
2.555805,60.222189,275.839580,748.779693,1283.403932,173.664386,37.967537,23.811496,31.249998,20.231117,21.794931,24.907998,25.403509,14.246890,13.305158,13.503228,7.612699,8.225499,15.827772,6.541670,8.409675,1.439970,1.433029,4.436587,2.531936,0.998874,1.309162,2.388542,1.317660,0.792974,0.256057,0.102232,1.043244,1.785515,0.143275,0.252098,0.208739,0.406763,0.397848,0.119639,0.079467,0.143289,0.129896,0.182061,0.201458,0.091227,0.012294,0.041172,0.088978,0.083938,0.034401,0.009370,0.012936,0.003433,0.007127,0.013222,0.007310,0.010484,0.039283,0.026262,0.002871,0.009492,0.011271,0.018026,0.024594,0.016976,0.013978,0.009554,0.004198,0.013121,0.017513,0.016468,0.022006,0.004331,0.006142,0.014326,0.013709,0.001544,0.003509,0.003188,0.001045,0.005053,0.003925,0.002226,0.002511,0.001475,0.001490,0.000560,0.002161,0.002061,0.000560,0.001147,0.001176,0.001199,0.001962,0.000991,0.001019,0.001632,0.001837,0.001643,0.001584,0.001873,0.001833,0.001710,0.001785,0.001602,0.001439,0.001335,0.001345,0.001352,0.001438,0.001636,0.001372,0.001081,0.001074,0.001103,0.001159,0.001350,0.001430,0.001243,0.001081,0.001130,0.001201,0.001125,0.001252,0.001409,0.001200,0.001018,0.000967,0.000486
2.605805,5.918095,49.923628,2953.579659,10172.316700,2659.956641,39.351542,22.454371,7.572151,13.450766,15.395258,14.766649,16.108224,8.278762,1.738690,6.069773,14.606255,15.579685,6.079744,1.832104,1.511097,2.196497,2.258389,0.369000,0.458910,2.194219,1.392774,0.908966,0.496801,0.284313,0.224045,0.469103,0.337823,0.799234,0.760954,0.381734,0.148579,0.127403,0.106943,0.144695,0.199318,0.199566,0.016859,0.382337,0.204254,0.001465,0.026416,0.013084,0.004707,0.040910,0.012568,0.038097,0.043981,0.033964,0.032318,0.013342,0.006139,0.008705,0.018189,0.007747,0.019631,0.016948,0.013065,0.002205,0.003632,0.009730,0.008317,0.005422,0.008450,0.011879,0.005565,0.005167,0.003176,0.002865,0.004713,0.003392,0.002441,0.000411,0.007614,0.005815,0.011510,0.011067,0.005859,0.006506,0.009170,0.006271,0.005402,0.004668,0.004463,0.005366,0.005539,0.003384,0.001507,0.000505,0.000309,0.000205,0.000553,0.000544,0.000439,0.000268,0.000143,0.000131,0.000128,0.000030,0.000044,0.000053,0.000052,0.000068,0.000006,0.000033,0.000050,0.000009,0.000011,0.000030,0.000052,0.000081,0.000059,0.000030,0.000039,0.000019,0.000012,0.000050,0.000043,0.000013,0.000028,0.000016,0.000021,0.000085,0.000043,0.000003
2.655805,36.324401,68.265418,708.433908,2854.862544,959.674693,14.059020,1.819060,54.187086,77.731919,1.786045,22.163133,19.348746,10.146124,0.501916,4.131757,7.816696,10.311877,21.582710,20.513750,7.196158,1.358217,0.832164,0.331985,0.333968,0.382489,1.034092,0.340833,0.997533,1.077017,0.895908,1.600353,2.401583,3.383126,0.895238,0.422911,0.576391,0.022807,0.754288,1.699858,0.539321,0.041720,0.781536,0.519724,0.059283,0.034671,0.082984,0.091267,0.098304,0.106269,0.058615,0.046328,0.061260,0.011148,0.001376,0.001874,0.002722,0.014379,0.009420,0.011565,0.013482,0.004910,0.001409,0.013665,0.012358,0.004017,0.005396,0.019840,0.015123,0.010622,0.010835,0.005630,0.010521,0.002651,0.003742,0.001366,0.002919,0.002315,0.003892,0.004515,0.001780,0.000522,0.000852,0.004336,0.004160,0.001323,0.004426,0.009534,0.004382,0.001869,0.000702,0.001495,0.001685,0.000239,0.000300,0.000285,0.000519,0.000206,0.000068,0.000075,0.000099,0.000085,0.000032,0.000006,0.000035,0.000024,0.000018,0.000021,0.000013,0.000005,0.000007,0.000027,0.000010,0.000031,0.000018,0.000007,0.000006,0.000018,0.000046,0.000009,0.000018,0.000025,0.000006,0.000018,0.000048,0.000033,0.000021,0.000036,0.000031,0.000010
2.705805,1.772861,91.808328,173.542712,945.819870,1205.250461,119.974974,3602.312238,3670.908949,375.993559,14.352106,6.781726,5.514711,5.877675,4.991339,5.472433,8.676747,11.447008,12.681158,6.700339,10.917849,31.717907,36.194208,6.096873,3.261677,6.033775,3.047949,0.987104,0.174946,0.687363,0.516280,0.695224,0.275433,1.701475,1.733644,0.119679,0.093582,0.170709,0.812484,4.181782,2.900946,0.612057,4.811320,3.143523,0.225799,0.215801,0.181423,0.082779,0.070118,0.008688,0.054840,0.138478,0.063932,0.014906,0.029081,0.011508,0.009489,0.016405,0.020152,0.006881,0.004807,0.002392,0.002211,0.008189,0.002899,0.004198,0.002657,0.010238,0.016741,0.011128,0.021364,0.014570,0.004089,0.005075,0.011177,0.008924,0.001265,0.002086,0.001079,0.000071,0.001320,0.001064,0.002125,0.000756,0.005444,0.005660,0.002256,0.001136,0.002272,0.002228,0.001266,0.000069,0.000125,0.000833,0.000322,0.000387,0.000104,0.000131,0.000312,0.000165,0.000036,0.000022,0.000024,0.000018,0.000003,0.000015,0.000007,0.000001,0.000063,0.000071,0.000008,0.000008,0.000009,0.000026,0.000012,0.000019,0.000017,0.000008,0.000018,0.000038,0.000027,0.000017,0.000005,0.000027,0.000056,0.000016,0.000002,0.000008,0.000042,0.000019
2.755805,50.905628,107.420210,60.958149,79.349724,47.929672,48.980628,171.546924,33.004763,116.077234,156.538666,50.098660,12.340092,14.810887,5.576928,16.970130,37.599759,7.922799,13.665372,27.008617,12.704696,8.417414,6.494730,2.703893,0.736194,0.381183,0.876833,1.897376,1.089872,0.889097,0.532381,0.581636,0.771343,1.078168,0.867768,0.312185,0.337870,0.206672,0.090566,0.028496,0.118795,0.192247,0.159351,0.169812,0.480949,0.248692,0.062502,0.062665,0.065599,0.044942,0.013321,0.022148,0.026825,0.011457,0.008837,0.004416,0.010263,0.003581,0.003086,0.008130,0.009801,0.007254,0.013479,0.003934,0.014468,0.023850,0.008865,0.017082,0.019623,0.027361,0.006717,0.002514,0.001811,0.002017,0.001609,0.002914,0.008286,0.004426,0.004675,0.001509,0.001467,0.005550,0.002592,0.002745,0.002073,0.004846,0.004268,0.008253,0.007332,0.003360,0.001544,0.001594,0.000821,0.000764,0.001277,0.000523,0.000292,0.000350,0.000233,0.000219,0.000157,0.000031,0.000076,0.000048,0.000009,0.000008,0.000016,0.000011,0.000012,0.000054,0.000007,0.000034,0.000005,0.000022,0.000006,0.000010,0.000006,0.000005,0.000020,0.000022,0.000039,0.000054,0.000031,0.000008,0.000008,0.000012,0.000015,0.000031,0.000048,0.000009
2.805805,25.431255,82.915006,25.015493,53.702639,23.539516,7.250409,26.542862,19.265241,6.415704,31.610501,11.579606,10.453435,2.375821,18.686099,37.862826,9.077966,3.177051,7.192871,3.474219,4.850224,1.004619,2.592956,0.676263,1.787007,0.252850,0.556219,0.210008,0.448904,1.304530,0.920573,0.756048,2.236494,2.418524,1.261955,0.698896,0.337234,0.066273,0.070717,0.056869,0.020377,0.031405,0.058135,0.039303,0.044418,0.055328,0.032173,0.011631,0.013757,0.011592,0.015657,0.032988,0.036186,0.005197,0.013691,0.029772,0.022084,0.024093,0.011375,0.014040,0.009057,0.007865,0.002367,0.001981,0.000568,0.001108,0.005576,0.005619,0.001238,0.009913,0.005880,0.004340,0.007744,0.009107,0.007040,0.003988,0.007536,0.001571,0.009952,0.008117,0.005997,0.012783,0.010452,0.005486,0.001839,0.001678,0.004838,0.001003,0.001447,0.001281,0.000355,0.002594,0.003714,0.001393,0.000243,0.000736,0.001001,0.000397,0.000107,0.000183,0.000081,0.000025,0.000041,0.000003,0.000022,0.000053,0.000049,0.000012,0.000005,0.000017,0.000041,0.000076,0.000040,0.000008,0.000005,0.000013,0.000021,0.000026,0.000052,0.000061,0.000029,0.000007,0.000008,0.000016,0.000007,0.000016,0.000026,0.000012,0.000012,0.000002
2.855805,36.161630,133.626203,34.731286,31.292471,44.173560,20.806369,10.113152,5.990321,74.630979,1371.056842,2816.674505,430.261101,58.155384,51.280430,14.215665,54.786518,22.170015,4.156795,5.027929,0.613045,1.401023,1.745670,0.398375,0.183629,0.546775,1.291063,0.533994,1.823741,1.174991,0.357102,0.119911,0.588551,0.697600,0.329399,0.367001,0.338871,0.115020,0.834553,0.119785,0.614707,0.430601,0.138022,0.427226,0.024417,0.128206,0.034296,0.023652,0.035562,0.060254,0.008282,0.033538,0.015010,0.008864,0.006496,0.003259,0.004193,0.012414,0.001553,0.017742,0.007831,0.030660,0.006038,0.007302,0.002909,0.004860,0.005567,0.013640,0.010240,0.001353,0.002235,0.002012,0.003892,0.002972,0.001767,0.003273,0.004079,0.001491,0.001410,0.000649,0.004181,0.002147,0.006734,0.010456,0.009329,0.001872,0.005765,0.001681,0.002139,0.003536,0.000761,0.000803,0.000124,0.000591,0.000775,0.000310,0.000047,0.000143,0.000003,0.000248,0.000245,0.000048,0.000009,0.000038,0.000026,0.000011,0.000014,0.000028,0.000051,0.000039,0.000041,0.000048,0.000019,0.000003,0.000003,0.000037,0.000062,0.000046,0.000014,0.000006,0.000011,0.000002,0.000003,0.000015,0.000020,0.000020,0.000003,0.000012,0.000012,0.000004
2.905805,26.616443,57.383997,17.929257,15.606481,13.298226,36.826252,221.120543,3070.310824,2363.464432,217.284511,193.129345,39.706564,1.569837,7.444507,8.866132,3.784220,1.981285,6.833694,5.824239,3.857694,11.290352,11.664442,7.617739,4.276570,1.150671,0.267130,0.563661,1.264021,0.779148,0.506825,0.554989,1.098172,0.825813,0.600212,0.599915,1.961658,2.919724,2.099365,0.724662,0.083506,0.052013,0.078921,0.274450,0.230619,0.245809,0.358759,0.112230,0.317543,0.364582,0.481430,0.213277,0.034503,0.060944,0.019407,0.006532,0.007817,0.009785,0.003287,0.000821,0.006607,0.009593,0.004649,0.003352,0.003042,0.015567,0.028906,0.015567,0.001970,0.003112,0.002803,0.002940,0.002283,0.002004,0.001326,0.003022,0.013232,0.006839,0.000870,0.001495,0.008025,0.010157,0.003611,0.007300,0.003058,0.003221,0.001707,0.000527,0.000873,0.001205,0.003946,0.001693,0.001663,0.000666,0.000345,0.000470,0.000693,0.000423,0.000316,0.000073,0.000024,0.000015,0.000039,0.000016,0.000006,0.000002,0.000012,0.000013,0.000013,0.000003,0.000015,0.000017,0.000019,0.000046,0.000044,0.000012,0.000011,0.000016,0.000002,0.000011,0.000011,0.000037,0.000045,0.000031,0.000020,0.000005,0.000004,0.000022,0.000016,0.000003
2.955805,2.683236,18.201968,21.589550,4.741812,270.893682,599.252159,169.338891,24.167971,50.067471,84.596892,80.240892,48.824073,14.376074,6.565831,8.181836,4.387613,1.925094,2.669483,2.496095,0.723145,3.214616,0.452582,3.434045,2.157981,2.439340,4.086379,2.860338,1.071689,0.130436,0.314898,0.399519,0.508665,0.348709,0.486208,0.508011,0.185492,0.651341,0.336509,0.277330,0.199019,0.082234,0.115048,0.118708,0.061839,0.178746,0.375066,0.166374,0.111526,0.250885,0.142310,0.501676,0.911389,0.346095,0.010335,0.004454,0.002191,0.003557,0.004030,0.009690,0.015032,0.004733,0.002895,0.001936,0.003283,0.005050,0.004219,0.001151,0.001361,0.014405,0.021125,0.016630,0.011700,0.009797,0.006545,0.010777,0.007917,0.000868,0.003109,0.003440,0.004450,0.003441,0.002159,0.001001,0.002797,0.008479,0.003704,0.000522,0.001822,0.003413,0.001870,0.001077,0.000522,0.000304,0.000342,0.000125,0.000078,0.000124,0.000240,0.000186,0.000019,0.000039,0.000040,0.000010,0.000007,0.000013,0.000020,0.000021,0.000034,0.000043,0.000027,0.000010,0.000013,0.000012,0.000020,0.000031,0.000013,0.000029,0.000017,0.000007,0.000013,0.000019,0.000052,0.000067,0.000039,0.000032,0.000018,0.000030,0.000017,0.000006
3.005805,20.483859,21.817604,61.179756,27.715671,66.601156,120.353313,29.974290,6.545013,985.205479,5109.769400,2332.774817,95.265350,9.279912,2.901688,1.513032,1.558933,2.084724,1.166536,1.503828,2.989472,3.795069,0.395201,0.480136,1.405288,0.930781,0.304323,0.309588,0.327491,0.177764,0.319181,0.524631,0.068874,1.561661,1.519816,0.186700,0.128064,0.037341,0.094859,0.047935,0.046044,0.095275,0.067415,0.264040,0.402349,0.278133,0.210788,0.214975,0.096462,0.059893,0.086027,0.057197,0.015527,0.012621,0.015315,0.009042,0.020802,0.030130,0.015053,0.002665,0.004779,0.014503,0.010245,0.006895,0.005140,0.013879,0.019404,0.002962,0.001188,0.000311,0.001745,0.004145,0.003476,0.006127,0.009452,0.002785,0.002232,0.003337,0.009136,0.010929,0.005162,0.000050,0.001984,0.003929,0.001979,0.006384,0.005958,0.005632,0.001026,0.000981,0.002657,0.001191,0.000763,0.000174,0.000313,0.000164,0.000388,0.000312,0.000428,0.000050,0.000036,0.000091,0.000048,0.000011,0.000026,0.000016,0.000023,0.000044,0.000019,0.000005,0.000011,0.000017,0.000026,0.000034,0.000013,0.000011,0.000021,0.000032,0.000034,0.000026,0.000029,0.000017,0.000004,0.000011,0.000010,0.000006,0.000016,0.000019,0.000015,0.000000
3.055805,49.534915,207.954774,56.190570,5.171793,7.703748,4.684350,15.328450,121.200139,395.783569,973.142755,2058.540816,1011.077104,48.264066,1.637403,4.218145,23.936839,26.064517,5.912010,7.218326,2.469786,1.592087,2.015651,2.227089,1.549949,0.394821,0.484684,2.147183,0.578675,0.285224,0.067359,0.631152,0.961151,0.282813,0.201614,0.116433,0.414768,0.448207,0.169091,0.123122,0.047116,0.036288,0.067155,0.041614,0.070881,0.109096,0.171928,0.091468,0.092013,0.121900,0.010667,0.007779,0.009657,0.009924,0.005076,0.001718,0.011881,0.032631,0.018296,0.008147,0.003088,0.006734,0.000410,0.001577,0.000576,0.001226,0.004809,0.006726,0.002900,0.001215,0.001294,0.000782,0.005572,0.003581,0.002946,0.003625,0.008072,0.005515,0.002885,0.000683,0.001525,0.004432,0.007780,0.006942,0.001457,0.001627,0.001261,0.000507,0.001973,0.000750,0.000176,0.000214,0.000174,0.000032,0.000125,0.000004,0.000058,0.000051,0.000021,0.000064,0.000045,0.000003,0.000044,0.000027,0.000006,0.000002,0.000001,0.000001,0.000024,0.000111,0.000043,0.000002,0.000006,0.000029,0.000031,0.000084,0.000058,0.000014,0.000024,0.000015,0.000008,0.000030,0.000029,0.000029,0.000048,0.000013,0.000023,0.000026,0.000034,0.000021
3.105805,24.691174,360.790633,84.112927,72.780278,21.857080,1.014130,1.141270,20.610968,84.247092,241.028224,100.257373,48.324489,2.134355,5.005980,5.319771,7.200712,19.909752,13.455537,6.499226,8.571980,5.458447,6.891480,3.487087,1.091073,0.757305,0.976619,0.578065,0.575704,0.261245,0.386491,0.577584,0.374975,2.736104,4.065996,1.147129,0.434235,0.120090,0.382537,0.437024,0.260305,0.124738,0.055140,0.022926,0.030565,0.058975,0.036515,0.047584,0.049600,0.126580,0.093678,0.030740,0.040137,0.022868,0.028762,0.030498,0.038759,0.031512,0.020847,0.022019,0.017712,0.019240,0.013920,0.021416,0.025388,0.016452,0.020736,0.022664,0.017407,0.018957,0.018937,0.013633,0.013216,0.013801,0.020244,0.019073,0.012902,0.010206,0.010253,0.011371,0.008606,0.012586,0.011683,0.007925,0.011863,0.023941,0.020802,0.008399,0.010434,0.007294,0.008950,0.013394,0.011866,0.009284,0.009396,0.008796,0.009457,0.008367,0.007476,0.007209,0.007196,0.007221,0.007408,0.007499,0.007341,0.007246,0.007325,0.007316,0.007187,0.007057,0.006907,0.006802,0.006812,0.006925,0.006941,0.006886,0.006899,0.006921,0.006908,0.006762,0.006692,0.006741,0.006782,0.006796,0.006753,0.006649,0.006558,0.006538,0.006583,0.003315
3.155805,54.480740,135.676611,47.798770,23.764829,23.646541,4.979250,10.865897,23.533167,12.474809,3.783295,0.469476,4.363297,0.376762,5.710818,8.671116,4.543895,1.363013,2.239240,9.726764,11.300873,2.129456,2.587881,0.328074,0.680733,0.749139,1.401568,0.187785,0.381685,0.520903,0.845522,0.638635,0.477404,0.643653,1.538320,0.685956,0.203870,0.277880,0.230264,0.079493,0.017277,0.287890,0.201801,0.058304,0.072325,0.028985,0.029645,0.101571,0.051037,0.020494,0.034428,0.015666,0.074659,0.115100,0.062122,0.090979,0.031197,0.022004,0.016400,0.012545,0.013796,0.032883,0.014811,0.003290,0.012427,0.016309,0.012987,0.016368,0.015313,0.006498,0.007175,0.006276,0.009722,0.006957,0.003819,0.006135,0.002195,0.019427,0.018250,0.010298,0.000822,0.021272,0.011419,0.014368,0.007063,0.000930,0.003252,0.006025,0.002606,0.002265,0.005251,0.003120,0.001954,0.000938,0.000197,0.000620,0.000782,0.000610,0.000387,0.000074,0.000081,0.000093,0.000041,0.000013,0.000017,0.000025,0.000012,0.000015,0.000029,0.000051,0.000063,0.000019,0.000007,0.000005,0.000006,0.000003,0.000018,0.000020,0.000051,0.000038,0.000056,0.000025,0.000043,0.000051,0.000015,0.000019,0.000032,0.000027,0.000030,0.000017
