Time(s),0.00Hz_Power,86.13Hz_Power,172.27Hz_Power,258.40Hz_Power,344.53Hz_Power,430.66Hz_Power,516.80Hz_Power,602.93Hz_Power,689.06Hz_Power,775.20Hz_Power,861.33Hz_Power,947.46Hz_Power,1033.59Hz_Power,1119.73Hz_Power,1205.86Hz_Power,1291.99Hz_Power,1378.12Hz_Power,1464.26Hz_Power,1550.39Hz_Power,1636.52Hz_Power,1722.66Hz_Power,1808.79Hz_Power,1894.92Hz_Power,1981.05Hz_Power,2067.19Hz_Power,2153.32Hz_Power,2239.45Hz_Power,2325.59Hz_Power,2411.72Hz_Power,2497.85Hz_Power,2583.98Hz_Power,2670.12Hz_Power,2756.25Hz_Power,2842.38Hz_Power,2928.52Hz_Power,3014.65Hz_Power,3100.78Hz_Power,3186.91Hz_Power,3273.05Hz_Power,3359.18Hz_Power,3445.31Hz_Power,3531.45Hz_Power,3617.58Hz_Power,3703.71Hz_Power,3789.84Hz_Power,3875.98Hz_Power,3962.11Hz_Power,4048.24Hz_Power,4134.38Hz_Power,4220.51Hz_Power,4306.64Hz_Power,4392.77Hz_Power,4478.91Hz_Power,4565.04Hz_Power,4651.17Hz_Power,4737.30Hz_Power,4823.44Hz_Power,4909.57Hz_Power,4995.70Hz_Power,5081.84Hz_Power,5167.97Hz_Power,5254.10Hz_Power,5340.23Hz_Power,5426.37Hz_Power,5512.50Hz_Power,5598.63Hz_Power,5684.77Hz_Power,5770.90Hz_Power,5857.03Hz_Power,5943.16Hz_Power,6029.30Hz_Power,6115.43Hz_Power,6201.56Hz_Power,6287.70Hz_Power,6373.83Hz_Power,6459.96Hz_Power,6546.09Hz_Power,6632.23Hz_Power,6718.36Hz_Power,6804.49Hz_Power,6890.62Hz_Power,6976.76Hz_Power,7062.89Hz_Power,7149.02Hz_Power,7235.16Hz_Power,7321.29Hz_Power,7407.42Hz_Power,7493.55Hz_Power,7579.69Hz_Power,7665.82Hz_Power,7751.95Hz_Power,7838.09Hz_Power,7924.22Hz_Power,8010.35Hz_Power,8096.48Hz_Power,8182.62Hz_Power,8268.75Hz_Power,8354.88Hz_Power,8441.02Hz_Power,8527.15Hz_Power,8613.28Hz_Power,8699.41Hz_Power,8785.55Hz_Power,8871.68Hz_Power,8957.81Hz_Power,9043.95Hz_Power,9130.08Hz_Power,9216.21Hz_Power,9302.34Hz_Power,9388.48Hz_Power,9474.61Hz_Power,9560.74Hz_Power,9646.88Hz_Power,9733.01Hz_Power,9819.14Hz_Power,9905.27Hz_Power,9991.41Hz_Power,10077.54Hz_Power,10163.67Hz_Power,10249.80Hz_Power,10335.94Hz_Power,10422.07Hz_Power,10508.20Hz_Power,10594.34Hz_Power,10680.47Hz_Power,10766.60Hz_Power,10852.73Hz_Power,10938.87Hz_Power,11025.00Hz_Power
1.855805,54836.231663,596267.793576,405123.800043,3507.708150,13.832580,18.778387,99.404123,1816.970556,3801.125431,101.706541,30.788445,19.726334,16.284363,27.668226,32.197838,5.690936,23.468714,7.213020,2.164681,16.738972,3.053883,10.393305,4.429911,0.129018,0.021619,0.362525,0.083970,0.039659,0.040288,0.057612,0.064260,0.323953,1.054327,0.328265,0.132205,0.280547,0.064451,0.014130,0.013488,0.006467,0.001334,0.003184,0.001785,0.003209,0.005248,0.008423,0.000861,0.000130,0.000003,0.001751,0.000209,0.000391,0.000004,0.000091,0.000277,0.000019,0.000008,0.000001,0.000001,0.000028,0.000033,0.000051,0.000068,0.000218,0.000120,0.000091,0.000003,0.000002,0.000054,0.000003,0.000002,0.000036,0.000002,0.000123,0.000024,0.000006,0.000138,0.000054,0.000010,0.000002,0.000012,0.000011,0.000025,0.000006,0.000037,0.000019,0.000001,0.000000,0.000002,0.000003,0.000001,0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.905805,11165.181482,132209.709772,129723.807529,963.037992,51.384374,33.490510,967.159902,5380.779636,293.635367,914.119588,120.917288,113.136712,44.619143,7.924479,11.242134,25.407671,0.317182,19.498562,22.885469,11.194978,15.876504,6.264103,0.021750,0.029850,1.480692,0.942451,0.974485,2.396212,1.152021,1.792401,2.818489,1.420856,1.579026,0.045512,0.032205,0.003538,0.018024,0.125679,0.115286,0.096124,0.041369,0.020400,0.034981,0.072391,0.022594,0.005749,0.010487,0.049598,0.089054,0.027636,0.005714,0.019842,0.038549,0.020800,0.011797,0.012388,0.014716,0.009973,0.011149,0.012579,0.007748,0.018676,0.012276,0.002650,0.003647,0.006663,0.004742,0.005702,0.003451,0.003343,0.009740,0.012342,0.010351,0.008213,0.005380,0.002473,0.001941,0.003307,0.002164,0.000488,0.000996,0.002225,0.001148,0.001178,0.002217,0.002883,0.002575,0.002526,0.001845,0.001130,0.000826,0.000863,0.001197,0.001437,0.001193,0.001060,0.001239,0.001362,0.001383,0.001548,0.001711,0.001571,0.001338,0.001285,0.001356,0.001400,0.001411,0.001420,0.001365,0.001267,0.001200,0.001180,0.001238,0.001362,0.001444,0.001331,0.001164,0.001116,0.001161,0.001195,0.001085,0.001019,0.001105,0.001186,0.001190,0.001189,0.001189,0.001117,0.000266
1.955805,453.991656,170.766010,0.298802,197.275741,551.493237,47.267717,7.826670,1441.351132,7289.351381,740.390218,38.236519,293.389834,56.641859,8.799351,1.244569,67.545744,42.617040,6.160647,25.588397,5.908006,0.219605,1.683679,3.060203,0.688957,1.385559,20.905558,0.882679,0.612212,0.029195,0.139591,0.816709,0.595613,0.587731,0.397366,0.034746,0.022518,0.000281,0.000951,0.000894,0.011520,0.002810,0.020250,0.001484,0.008074,0.022402,0.021124,0.000905,0.001010,0.000351,0.001157,0.000356,0.000031,0.000778,0.000148,0.001602,0.000059,0.000052,0.004870,0.004408,0.000302,0.000040,0.000013,0.000101,0.000299,0.000011,0.000011,0.000130,0.000098,0.000044,0.000025,0.000125,0.000006,0.000055,0.000068,0.000030,0.000107,0.000105,0.000147,0.000521,0.000057,0.000070,0.000015,0.000037,0.000031,0.000041,0.000009,0.000012,0.000018,0.000050,0.000049,0.000004,0.000005,0.000010,0.000003,0.000002,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.005805,81.938370,646.043347,644.630019,446.724710,35.982621,22.525492,112.979718,848.987833,1313.214280,271.592583,736.666985,231.957700,7.631301,6.791470,6.721569,7.881334,30.286840,21.096649,3.832325,0.201269,0.149921,1.529330,0.325104,0.266713,0.413536,0.236532,0.262122,0.100905,0.732921,0.279440,0.027321,0.016862,0.782255,0.288631,0.019880,0.006149,0.002610,0.011728,0.008103,0.002624,0.003344,0.000291,0.002859,0.003980,0.002474,0.000272,0.004787,0.001779,0.004906,0.002848,0.000758,0.000449,0.000770,0.000128,0.000025,0.000024,0.000107,0.000017,0.000246,0.000399,0.000131,0.000105,0.000063,0.000192,0.000814,0.000531,0.000067,0.000046,0.000004,0.000016,0.000027,0.000003,0.000013,0.000017,0.000037,0.000014,0.000001,0.000004,0.000051,0.000066,0.000038,0.000007,0.000100,0.000262,0.000058,0.000022,0.000005,0.000006,0.000001,0.000002,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.055805,29.909943,171.795946,67.891366,578.021088,231.673660,21.764833,23.870667,24.289681,387.906128,304.110818,38.233764,13.466006,66.344019,175.934782,282.814518,39.852467,9.752378,65.369879,137.175225,0.566268,7.140668,3.338029,0.115120,0.264652,0.882600,8.081601,5.141272,0.071318,0.018336,0.001837,0.050209,0.205627,0.360933,0.045700,0.000473,0.001445,0.003406,0.003640,0.000772,0.001068,0.000973,0.006858,0.011674,0.001477,0.000039,0.004910,0.026123,0.005479,0.001081,0.001099,0.000308,0.000222,0.000686,0.000974,0.000053,0.000356,0.000145,0.000074,0.000030,0.000090,0.000070,0.000030,0.000069,0.000193,0.000009,0.000096,0.000699,0.000097,0.000117,0.000209,0.000000,0.000023,0.000014,0.000035,0.000008,0.000061,0.000031,0.000000,0.000032,0.000022,0.000014,0.000048,0.000031,0.000018,0.000035,0.000006,0.000001,0.000000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.105805,7.165372,1.046411,1108.274459,4028.861863,400.656884,23.925157,13.626952,1.341542,2.028064,439.575431,12097.664141,1892.808538,2.959277,5.197581,4.546738,5.047853,4.753802,0.857988,17.673600,11.654602,15.370720,0.062984,8.532768,4.642581,10.926732,10.442332,1.117193,0.011839,0.126736,0.004132,0.080508,4.710547,3.501184,0.881925,3.001776,0.830394,0.313273,0.101817,0.029764,0.009946,0.002774,0.004584,0.010150,0.000823,0.003682,0.001059,0.001218,0.002548,0.010677,0.004323,0.000042,0.000719,0.001132,0.003353,0.005503,0.001346,0.000203,0.000018,0.000011,0.000185,0.000297,0.000642,0.000123,0.000001,0.000014,0.000007,0.000153,0.000169,0.000118,0.000240,0.000049,0.000068,0.000118,0.000029,0.000012,0.000014,0.000009,0.000032,0.000001,0.000003,0.000004,0.000007,0.000016,0.000010,0.000031,0.000025,0.000015,0.000001,0.000005,0.000009,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.155805,3052.758419,63960.818322,3447.166382,478.741350,569.768667,106.228760,22.059045,21.228678,14.445027,17.867639,413.922057,1527.181532,63.506702,66.444258,31.752582,42.547183,57.272597,12.632143,11.398091,5.844021,1.944221,3.500921,1.069321,0.330753,0.559528,0.293355,0.071424,2.114910,0.136549,0.124313,0.093881,0.663088,0.802788,0.739455,0.129460,0.034352,0.066634,0.014172,0.002464,0.012752,0.013372,0.071740,0.059595,0.010135,0.001632,0.000464,0.000084,0.000193,0.001168,0.002410,0.000946,0.000050,0.001464,0.002260,0.002894,0.000500,0.000092,0.000323,0.000287,0.000330,0.000025,0.000063,0.000019,0.000119,0.000038,0.000006,0.000013,0.000007,0.000060,0.000173,0.000055,0.000002,0.000031,0.000019,0.000088,0.000233,0.000015,0.000023,0.000006,0.000012,0.000003,0.000010,0.000011,0.000061,0.000041,0.000027,0.000055,0.000050,0.000001,0.000002,0.000002,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.205805,97055.794771,152249.034363,12887.133782,5593.824555,2645.688628,333.007574,18.597509,0.493876,5.676714,16.559783,583.231506,269.112440,0.752223,9.693470,112.717183,54.789457,24.104927,363.365505,57.283512,0.598984,1.207185,40.684563,1.115690,4.294496,6.115281,4.471492,12.023854,20.285668,3.546027,0.065153,1.028918,0.850768,0.749388,3.808684,0.329112,0.056076,0.170257,0.023541,0.001068,0.001691,0.000368,0.000133,0.000738,0.001546,0.000388,0.000000,0.000155,0.002315,0.000220,0.000006,0.000042,0.000046,0.000078,0.000007,0.000057,0.000350,0.000511,0.000563,0.001098,0.000520,0.000002,0.000013,0.000009,0.000016,0.000078,0.000027,0.000104,0.001334,0.000080,0.000002,0.000076,0.000002,0.000017,0.000012,0.000000,0.000018,0.000043,0.000017,0.000030,0.000008,0.000022,0.000050,0.000060,0.000022,0.000000,0.000002,0.000008,0.000024,0.000093,0.000051,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.255805,1856.088454,9590.436004,1092.413415,428.197013,221.763778,47.592965,82.699641,26.203968,30.754890,187.639836,1467.466869,244.510537,1.129508,10.795467,3.896780,32.175072,223.704729,135.103450,281.566708,66.429956,11.155691,5.250258,0.857146,4.113605,0.945916,0.234786,0.134726,0.136827,0.142190,0.005290,0.022737,0.002986,0.011396,0.074961,0.075782,0.014547,0.026890,0.001390,0.011745,0.012119,0.000133,0.000472,0.001688,0.011446,0.000894,0.002566,0.001433,0.006936,0.000886,0.001483,0.000818,0.000199,0.000354,0.000013,0.000002,0.000002,0.000021,0.000005,0.000351,0.000232,0.000038,0.000009,0.000007,0.000019,0.000008,0.000001,0.000004,0.000009,0.000007,0.000089,0.000040,0.000001,0.000003,0.000012,0.000090,0.000376,0.000078,0.000009,0.000004,0.000004,0.000014,0.000145,0.000194,0.000110,0.000033,0.000036,0.000039,0.000029,0.000008,0.000001,0.000002,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.305805,44876.513202,91031.096193,1916.917538,24.270499,4.819487,49.509689,101.827984,9.597528,133.964969,218.258460,14941.242239,11615.944721,97.459086,8.303354,18.937539,139.573807,339.923113,222.938878,51.465764,1.653982,4.944268,2.564075,5.150252,3.801699,0.137044,0.093049,1.338439,1.161214,1.286808,1.140047,0.147896,0.343625,0.214936,0.734856,0.028720,0.009709,0.083476,0.111487,0.002792,0.001570,0.000626,0.000181,0.007867,0.000656,0.002410,0.004139,0.000829,0.001727,0.000079,0.003475,0.002091,0.000008,0.000397,0.001417,0.000780,0.000107,0.000252,0.000060,0.000021,0.000026,0.000010,0.000045,0.000033,0.000007,0.000000,0.000015,0.000124,0.000098,0.000058,0.000135,0.000060,0.000010,0.000003,0.000021,0.000045,0.000055,0.000011,0.000005,0.000208,0.000217,0.000001,0.000003,0.000000,0.000000,0.000001,0.000007,0.000002,0.000003,0.000007,0.000005,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.355805,2757.694013,12785.273825,3952.457434,348.485474,107.172117,25.123008,10.486154,10.752195,15.190420,34.425493,273.967400,272.436704,1.361447,1.256029,3.412940,24.873303,19.768419,137.320375,351.948426,9.637013,0.104187,6.815177,34.130224,19.657936,2.847755,0.290811,0.347948,0.011483,0.319868,0.201872,0.019017,0.258970,2.167408,0.146231,0.143204,0.397231,0.021373,0.001291,0.000142,0.000455,0.002190,0.000222,0.000602,0.004556,0.007307,0.023430,0.004151,0.000107,0.000141,0.000490,0.001169,0.004579,0.003102,0.000020,0.000048,0.000014,0.000078,0.000272,0.000146,0.000147,0.000006,0.000023,0.000002,0.000052,0.000036,0.000029,0.000025,0.000000,0.000008,0.000065,0.000066,0.000002,0.000043,0.000042,0.000002,0.000081,0.000167,0.000006,0.000000,0.000004,0.000005,0.000003,0.000004,0.000003,0.000023,0.000119,0.000018,0.000001,0.000008,0.000018,0.000001,0.000003,0.000006,0.000009,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.405805,51862.407690,79554.371624,784.249756,229.491331,75.642925,0.962048,7.274090,2327.813972,4140.882865,157.261739,122.385628,261.420681,21.356258,79.130376,34.248139,8.439539,29.754778,47.161056,25.138125,15.407038,38.970967,6.988496,0.428860,0.138556,0.300691,0.068266,0.116900,0.592230,0.975544,0.110905,0.190238,1.123453,3.785834,0.347773,0.123270,0.201332,0.010244,0.000979,0.000427,0.015757,0.021272,0.003334,0.003745,0.004855,0.000669,0.000332,0.001619,0.000967,0.001833,0.000193,0.001079,0.000098,0.000028,0.000025,0.000015,0.000096,0.000168,0.000013,0.000018,0.000029,0.000050,0.000280,0.000135,0.000036,0.000001,0.000028,0.000132,0.000073,0.000020,0.000039,0.000140,0.000050,0.000012,0.000002,0.000020,0.000014,0.000008,0.000023,0.000059,0.000020,0.000001,0.000000,0.000001,0.000017,0.000104,0.000038,0.000037,0.000001,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.455805,4426.202449,9774.713313,36.301739,1105.437151,546.104848,5.890940,72.997986,1160.978181,543.180089,24.609700,225.171493,1094.440821,82.161021,0.532910,29.829005,0.786177,23.907074,12.536003,4.409594,6.374685,0.025675,3.776211,3.762326,13.388123,5.953391,3.307269,1.483838,0.158850,1.621475,0.063963,0.006641,0.665367,4.305842,2.782234,0.191247,0.023935,0.011394,0.016705,0.007302,0.000823,0.002191,0.001261,0.000286,0.000194,0.002017,0.005333,0.000132,0.000417,0.001562,0.000039,0.000624,0.001055,0.000170,0.000314,0.000418,0.000009,0.000194,0.000312,0.000577,0.000733,0.000167,0.000071,0.000181,0.000029,0.000016,0.000181,0.000170,0.000005,0.000013,0.000134,0.000222,0.000165,0.000013,0.000045,0.000012,0.000032,0.000036,0.000004,0.000001,0.000007,0.000071,0.000184,0.000034,0.000003,0.000004,0.000021,0.000028,0.000031,0.000009,0.000003,0.000004,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000000,0.000000,0.000001,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.505805,146.881718,78.290381,4647043.658694,25534605.245133,980842.000322,1.128510,7.029293,285.999505,467.564925,34.830225,3.501499,32.595068,98.585653,240.517629,74.756452,6.525912,1.403693,577.457707,521.695867,26.493186,16.427260,6.741943,2.036829,0.050676,0.441439,0.647198,0.346402,0.469737,2.929724,4.182268,1.242481,0.317642,0.009539,0.046347,0.070932,0.010321,0.044757,0.015459,0.092212,0.009734,0.007142,0.054461,0.019309,0.017152,0.003703,0.000326,0.003579,0.000894,0.001548,0.010774,0.001296,0.000994,0.000393,0.000559,0.000024,0.000174,0.001189,0.000750,0.000309,0.000059,0.000963,0.000150,0.000349,0.000793,0.000088,0.000021,0.000387,0.000414,0.000336,0.000013,0.000106,0.000047,0.000056,0.000076,0.000127,0.000068,0.000459,0.000044,0.000048,0.000134,0.000071,0.000056,0.000112,0.000036,0.000003,0.000210,0.000114,0.000000,0.000010,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.555805,3626.712045,76087.474013,560671.028656,1647125.652960,30159.319041,1441.533848,566.987345,976.562348,409.298110,475.019015,620.408368,645.338285,202.973875,177.027222,182.337165,57.953182,67.658828,250.518357,42.793448,70.722634,2.073513,2.053574,19.683302,6.410699,0.997749,1.713906,5.705134,1.736229,0.628807,0.065565,0.010451,1.088359,3.188062,0.020528,0.063553,0.043572,0.165456,0.158283,0.014313,0.006315,0.020532,0.016873,0.033146,0.040585,0.008322,0.000151,0.001695,0.007917,0.007046,0.001183,0.000088,0.000167,0.000012,0.000051,0.000175,0.000053,0.000110,0.001543,0.000690,0.000008,0.000090,0.000127,0.000325,0.000605,0.000288,0.000195,0.000091,0.000018,0.000172,0.000307,0.000271,0.000484,0.000019,0.000038,0.000205,0.000188,0.000002,0.000012,0.000010,0.000001,0.000026,0.000015,0.000005,0.000006,0.000002,0.000002,0.000000,0.000005,0.000004,0.000000,0.000001,0.000001,0.000001,0.000004,0.000001,0.000001,0.000003,0.000003,0.000003,0.000003,0.000004,0.000003,0.000003,0.000003,0.000003,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000002,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000001,0.000001,0.000001,0.000000
2.605805,35.023849,2492.368614,8723632.801862,103476027.052254,7075369.333139,1548.543873,504.198760,57.337471,180.923117,237.013961,218.053911,259.474864,68.537902,3.023043,36.842150,213.342678,242.726583,36.963284,3.356604,2.283414,4.824601,5.100323,0.136161,0.210599,4.814595,1.939820,0.826218,0.246811,0.080834,0.050196,0.220057,0.114124,0.638774,0.579051,0.145721,0.022076,0.016232,0.011437,0.020937,0.039728,0.039827,0.000284,0.146181,0.041720,0.000002,0.000698,0.000171,0.000022,0.001674,0.000158,0.001451,0.001934,0.001154,0.001044,0.000178,0.000038,0.000076,0.000331,0.000060,0.000385,0.000287,0.000171,0.000005,0.000013,0.000095,0.000069,0.000029,0.000071,0.000141,0.000031,0.000027,0.000010,0.000008,0.000022,0.000012,0.000006,0.000000,0.000058,0.000034,0.000132,0.000122,0.000034,0.000042,0.000084,0.000039,0.000029,0.000022,0.000020,0.000029,0.000031,0.000011,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.655805,1319.462124,4660.167336,501878.602337,8150240.145302,920975.515436,197.656052,3.308980,2936.240302,6042.251263,3.189956,491.204446,374.373958,102.943827,0.251920,17.071419,61.100735,106.334804,465.813392,420.813933,51.784688,1.844754,0.692497,0.110214,0.111535,0.146298,1.069347,0.116167,0.995072,1.159966,0.802651,2.561131,5.767603,11.445542,0.801452,0.178854,0.332227,0.000520,0.568951,2.889516,0.290867,0.001741,0.610799,0.270113,0.003515,0.001202,0.006886,0.008330,0.009664,0.011293,0.003436,0.002146,0.003753,0.000124,0.000002,0.000004,0.000007,0.000207,0.000089,0.000134,0.000182,0.000024,0.000002,0.000187,0.000153,0.000016,0.000029,0.000394,0.000229,0.000113,0.000117,0.000032,0.000111,0.000007,0.000014,0.000002,0.000009,0.000005,0.000015,0.000020,0.000003,0.000000,0.000001,0.000019,0.000017,0.000002,0.000020,0.000091,0.000019,0.000003,0.000000,0.000002,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.705805,3.143035,8428.769146,30117.072914,894575.226558,1452628.674819,14393.994281,12976653.460458,13475572.509915,141371.156689,205.982943,45.991806,30.412038,34.547058,24.913465,29.947519,75.285934,131.033999,160.811773,44.894541,119.199426,1006.025610,1310.020719,37.171863,10.638540,36.406437,9.289992,0.974375,0.030606,0.472467,0.266545,0.483337,0.075863,2.895016,3.005522,0.014323,0.008758,0.029141,0.660131,17.487305,8.415488,0.374614,23.148799,9.881736,0.050985,0.046570,0.032914,0.006852,0.004917,0.000075,0.003007,0.019176,0.004087,0.000222,0.000846,0.000132,0.000090,0.000269,0.000406,0.000047,0.000023,0.000006,0.000005,0.000067,0.000008,0.000018,0.000007,0.000105,0.000280,0.000124,0.000456,0.000212,0.000017,0.000026,0.000125,0.000080,0.000002,0.000004,0.000001,0.000000,0.000002,0.000001,0.000005,0.000001,0.000030,0.000032,0.000005,0.000001,0.000005,0.000005,0.000002,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.755805,2591.382971,11539.101461,3715.895882,6296.378634,2297.253441,2399.101900,29428.347270,1089.314396,13473.924263,24504.353903,2509.875768,152.277872,219.362387,31.102121,287.985313,1413.741885,62.770738,186.742397,729.465390,161.409293,70.852863,42.181513,7.311039,0.541982,0.145300,0.768837,3.600034,1.187821,0.790494,0.283429,0.338300,0.594969,1.162446,0.753020,0.097459,0.114156,0.042713,0.008202,0.000812,0.014112,0.036959,0.025393,0.028836,0.231312,0.061848,0.003906,0.003927,0.004303,0.002020,0.000177,0.000491,0.000720,0.000131,0.000078,0.000020,0.000105,0.000013,0.000010,0.000066,0.000096,0.000053,0.000182,0.000015,0.000209,0.000569,0.000079,0.000292,0.000385,0.000749,0.000045,0.000006,0.000003,0.000004,0.000003,0.000008,0.000069,0.000020,0.000022,0.000002,0.000002,0.000031,0.000007,0.000008,0.000004,0.000023,0.000018,0.000068,0.000054,0.000011,0.000002,0.000003,0.000001,0.000001,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
