Wavelength (nm),Intensity,Elapsed Time (s),Integration Time (ms)
316.97698974609375,229.25,0.506,50.0
317.5701904296875,234.5,0.506,50.0
318.16326904296875,240.25,0.506,50.0
318.7563781738281,224.75,0.506,50.0
319.34942626953125,221.5,0.506,50.0
319.94244384765625,219.5,0.506,50.0
320.5354309082031,230.75,0.506,50.0
321.12841796875,221.5,0.506,50.0
321.7213439941406,231.25,0.506,50.0
322.314208984375,224.25,0.506,50.0
322.9071044921875,230.25,0.506,50.0
323.49993896484375,228.75,0.506,50.0
324.0927429199219,248.25,0.506,50.0
324.68548583984375,235.5,0.506,50.0
325.27825927734375,223.5,0.506,50.0
325.8709411621094,225.0,0.506,50.0
326.463623046875,241.25,0.506,50.0
327.0562438964844,229.5,0.506,50.0
327.6488342285156,231.75,0.506,50.0
328.2414245605469,230.75,0.506,50.0
328.8339538574219,227.5,0.506,50.0
329.4264831542969,220.5,0.506,50.0
330.0189514160156,235.25,0.506,50.0
330.61138916015625,221.75,0.506,50.0
331.20379638671875,238.75,0.506,50.0
331.7961730957031,225.25,0.506,50.0
332.3885498046875,220.75,0.506,50.0
332.9808044433594,224.0,0.506,50.0
333.5731506347656,222.75,0.506,50.0
334.16534423828125,231.75,0.506,50.0
334.7575988769531,235.0,0.506,50.0
335.34979248046875,236.25,0.506,50.0
335.94189453125,236.0,0.506,50.0
336.5340270996094,226.25,0.506,50.0
337.1260986328125,243.75,0.506,50.0
337.7181701660156,233.0,0.506,50.0
338.3101501464844,237.5,0.506,50.0
338.90216064453125,226.5,0.506,50.0
339.494140625,224.0,0.506,50.0
340.0860595703125,226.75,0.506,50.0
340.67791748046875,238.0,0.506,50.0
341.2698059082031,222.25,0.506,50.0
341.86163330078125,229.75,0.506,50.0
342.4533996582031,221.5,0.506,50.0
343.0451965332031,224.25,0.506,50.0
343.63690185546875,222.5,0.506,50.0
344.22857666015625,231.5,0.506,50.0
344.82025146484375,239.75,0.506,50.0
345.411865234375,230.75,0.506,50.0
346.0034484863281,222.0,0.506,50.0
346.59503173828125,220.25,0.506,50.0
347.18658447265625,235.75,0.506,50.0
347.7780456542969,226.75,0.506,50.0
348.3695373535156,231.25,0.506,50.0
348.9609069824219,232.0,0.506,50.0
349.5523681640625,249.5,0.506,50.0
350.1437072753906,230.25,0.506,50.0
350.73504638671875,227.75,0.506,50.0
351.3263244628906,224.0,0.506,50.0
351.9175720214844,234.5,0.506,50.0
352.5088195800781,230.75,0.506,50.0
353.1000061035156,227.5,0.506,50.0
353.6911926269531,235.25,0.506,50.0
354.2823486328125,224.5,0.506,50.0
354.8734436035156,228.75,0.506,50.0
355.4644775390625,233.25,0.506,50.0
356.0555114746094,237.75,0.506,50.0
356.64654541015625,225.5,0.506,50.0
357.2374572753906,220.75,0.506,50.0
357.82843017578125,225.25,0.506,50.0
358.4193115234375,227.5,0.506,50.0
359.0101623535156,245.25,0.506,50.0
359.60101318359375,229.25,0.506,50.0
360.1918029785156,230.75,0.506,50.0
360.7825622558594,224.0,0.506,50.0
361.373291015625,231.75,0.506,50.0
361.9640197753906,230.0,0.506,50.0
362.5546569824219,223.5,0.506,50.0
363.14532470703125,231.75,0.506,50.0
363.7359313964844,224.0,0.506,50.0
364.32647705078125,234.25,0.506,50.0
364.9170227050781,239.0,0.506,50.0
365.5075378417969,233.75,0.506,50.0
366.0979919433594,236.25,0.506,50.0
366.68841552734375,241.0,0.506,50.0
367.2788391113281,219.5,0.506,50.0
367.8691711425781,229.5,0.506,50.0
368.45953369140625,227.75,0.506,50.0
369.0498352050781,237.5,0.506,50.0
369.64007568359375,221.5,0.506,50.0
370.2303161621094,233.25,0.506,50.0
370.82049560546875,214.25,0.506,50.0
371.4106750488281,223.75,0.506,50.0
372.00079345703125,226.25,0.506,50.0
372.5909118652344,242.75,0.506,50.0
373.1809387207031,223.5,0.506,50.0
373.77099609375,235.5,0.506,50.0
374.3609924316406,229.25,0.506,50.0
374.9509582519531,226.0,0.506,50.0
375.5408935546875,230.25,0.506,50.0
376.1307678222656,227.75,0.506,50.0
376.7206726074219,242.75,0.506,50.0
377.3104553222656,227.0,0.506,50.0
377.9002685546875,229.0,0.506,50.0
378.4900207519531,225.0,0.506,50.0
379.07977294921875,231.75,0.506,50.0
379.66943359375,227.75,0.506,50.0
380.25909423828125,220.5,0.506,50.0
380.8487548828125,225.0,0.506,50.0
381.4383239746094,227.0,0.506,50.0
382.0278625488281,226.75,0.506,50.0
382.61737060546875,242.75,0.506,50.0
383.2069091796875,230.25,0.506,50.0
383.7963562011719,230.0,0.506,50.0
384.3857727050781,236.5,0.506,50.0
384.97515869140625,247.75,0.506,50.0
385.5644836425781,220.25,0.506,50.0
386.1538391113281,226.5,0.506,50.0
386.74310302734375,225.0,0.506,50.0
387.3323669433594,229.25,0.506,50.0
387.9215393066406,224.25,0.506,50.0
388.5107727050781,229.0,0.506,50.0
389.0999450683594,229.25,0.506,50.0
389.68902587890625,234.0,0.506,50.0
390.2781066894531,229.5,0.506,50.0
390.8671569824219,224.0,0.506,50.0
391.4562072753906,229.0,0.506,50.0
392.0451354980469,240.0,0.506,50.0
392.6341247558594,216.0,0.506,50.0
393.2230224609375,236.25,0.506,50.0
393.8118896484375,229.0,0.506,50.0
394.4007263183594,227.0,0.506,50.0
394.9895324707031,240.5,0.506,50.0
395.5783386230469,221.0,0.506,50.0
396.16705322265625,217.5,0.506,50.0
396.7557678222656,242.0,0.506,50.0
397.34442138671875,220.5,0.506,50.0
397.9330749511719,231.25,0.506,50.0
398.52166748046875,237.5,0.506,50.0
399.1102294921875,228.75,0.506,50.0
399.6987609863281,229.0,0.506,50.0
400.2872619628906,219.75,0.506,50.0
400.875732421875,231.0,0.506,50.0
401.4641418457031,226.75,0.506,50.0
402.0525817871094,241.75,0.506,50.0
402.64093017578125,229.5,0.506,50.0
403.229248046875,236.25,0.506,50.0
403.8175354003906,221.5,0.506,50.0
404.4057922363281,226.75,0.506,50.0
404.9939880371094,227.25,0.506,50.0
405.5821838378906,223.75,0.506,50.0
406.1703796386719,233.5,0.506,50.0
406.75848388671875,233.75,0.506,50.0
407.3465881347656,229.75,0.506,50.0
407.93463134765625,229.0,0.506,50.0
408.52264404296875,240.75,0.506,50.0
409.1106262207031,229.25,0.506,50.0
409.69854736328125,235.25,0.506,50.0
410.2864685058594,220.25,0.506,50.0
410.8743591308594,231.0,0.506,50.0
411.4621887207031,226.25,0.506,50.0
412.04998779296875,218.5,0.506,50.0
412.63775634765625,227.5,0.506,50.0
413.22552490234375,233.5,0.506,50.0
413.813232421875,236.0,0.506,50.0
414.40087890625,239.0,0.506,50.0
414.988525390625,223.75,0.506,50.0
415.5761413574219,225.25,0.506,50.0
416.1636657714844,235.25,0.506,50.0
416.751220703125,232.5,0.506,50.0
417.3387145996094,222.5,0.506,50.0
417.9261474609375,229.75,0.506,50.0
418.51361083984375,229.5,0.506,50.0
419.1009826660156,235.5,0.506,50.0
419.6883850097656,224.25,0.506,50.0
420.275634765625,230.75,0.506,50.0
420.86297607421875,229.25,0.506,50.0
421.4501953125,226.75,0.506,50.0
422.0374450683594,220.25,0.506,50.0
422.6246032714844,225.5,0.506,50.0
423.2117614746094,222.25,0.506,50.0
423.7988586425781,228.5,0.506,50.0
424.38592529296875,222.75,0.506,50.0
424.9729919433594,230.0,0.506,50.0
425.5599670410156,230.25,0.506,50.0
426.14697265625,233.0,0.506,50.0
426.7338562011719,233.25,0.506,50.0
427.32080078125,221.25,0.506,50.0
427.90765380859375,229.5,0.506,50.0
428.4944763183594,239.5,0.506,50.0
429.081298828125,238.5,0.506,50.0
429.6679992675781,233.5,0.506,50.0
430.2547607421875,244.0,0.506,50.0
430.8414306640625,222.25,0.506,50.0
431.4281005859375,247.75,0.506,50.0
432.0146789550781,229.75,0.506,50.0
432.601318359375,228.25,0.506,50.0
433.1878662109375,224.5,0.506,50.0
433.77435302734375,227.0,0.506,50.0
434.3608703613281,245.25,0.506,50.0
434.947265625,224.25,0.506,50.0
435.5337219238281,241.0,0.506,50.0
436.1200256347656,237.25,0.506,50.0
436.7063903808594,228.0,0.506,50.0
437.29266357421875,233.5,0.506,50.0
437.87896728515625,225.5,0.506,50.0
438.4652099609375,226.0,0.506,50.0
439.0513916015625,233.0,0.506,50.0
439.6375732421875,227.5,0.506,50.0
440.2236328125,228.75,0.506,50.0
440.80975341796875,225.25,0.506,50.0
441.3957824707031,228.0,0.506,50.0
441.9818115234375,234.0,0.506,50.0
442.5677490234375,230.75,0.506,50.0
443.15374755859375,235.25,0.506,50.0
443.73968505859375,224.0,0.506,50.0
444.32550048828125,232.5,0.506,50.0
444.911376953125,240.0,0.506,50.0
445.4971618652344,249.75,0.506,50.0
446.08294677734375,252.5,0.506,50.0
446.66864013671875,235.0,0.506,50.0
447.2543640136719,220.75,0.506,50.0
447.8400573730469,237.0,0.506,50.0
448.4256286621094,231.75,0.506,50.0
449.0112609863281,237.75,0.506,50.0
449.5967712402344,235.5,0.506,50.0
450.18231201171875,227.25,0.506,50.0
450.76776123046875,238.0,0.506,50.0
451.3532409667969,237.75,0.506,50.0
451.9385986328125,237.25,0.506,50.0
452.5240173339844,237.75,0.506,50.0
453.109375,229.0,0.506,50.0
453.69464111328125,230.5,0.506,50.0
454.2799377441406,230.25,0.506,50.0
454.8651428222656,242.0,0.506,50.0
455.4503479003906,234.25,0.506,50.0
456.03546142578125,235.5,0.506,50.0
456.6206359863281,240.75,0.506,50.0
457.20574951171875,248.5,0.506,50.0
457.7907409667969,239.5,0.506,50.0
458.37579345703125,233.0,0.506,50.0
458.9607238769531,227.75,0.506,50.0
459.54571533203125,237.75,0.506,50.0
460.1305847167969,222.75,0.506,50.0
460.7154846191406,234.25,0.506,50.0
461.30029296875,239.0,0.506,50.0
461.8851318359375,237.75,0.506,50.0
462.46990966796875,245.25,0.506,50.0
463.0545959472656,236.25,0.506,50.0
463.6393127441406,236.0,0.506,50.0
464.2239074707031,237.5,0.506,50.0
464.80859375,238.75,0.506,50.0
465.39312744140625,238.0,0.506,50.0
465.9776611328125,241.0,0.506,50.0
466.5621643066406,235.0,0.506,50.0
467.14666748046875,229.25,0.506,50.0
467.7311096191406,229.75,0.506,50.0
468.31549072265625,236.0,0.506,50.0
468.8998718261719,240.0,0.506,50.0
469.4841613769531,234.0,0.506,50.0
470.0684814453125,230.0,0.506,50.0
470.6527099609375,233.75,0.506,50.0
471.2369384765625,231.0,0.506,50.0
471.8211669921875,237.5,0.506,50.0
472.4052734375,241.5,0.506,50.0
472.9894104003906,238.0,0.506,50.0
473.5734558105469,224.25,0.506,50.0
474.1575012207031,239.0,0.506,50.0
474.7414855957031,234.75,0.506,50.0
475.3254699707031,231.75,0.506,50.0
475.9093933105469,243.5,0.506,50.0
476.4932556152344,232.0,0.506,50.0
477.0771484375,235.0,0.506,50.0
477.66094970703125,237.25,0.506,50.0
478.2447509765625,227.75,0.506,50.0
478.8284912109375,235.25,0.506,50.0
479.4122009277344,236.0,0.506,50.0
479.9958190917969,238.5,0.506,50.0
480.5794982910156,239.0,0.506,50.0
481.1630554199219,237.75,0.506,50.0
481.7466735839844,239.5,0.506,50.0
482.3302001953125,229.0,0.506,50.0
482.9136657714844,228.75,0.506,50.0
483.49713134765625,229.0,0.506,50.0
484.08050537109375,233.75,0.506,50.0
484.6639099121094,239.25,0.506,50.0
485.2472229003906,253.5,0.506,50.0
485.8305358886719,236.75,0.506,50.0
486.4138488769531,235.0,0.506,50.0
486.9970397949219,229.25,0.506,50.0
487.58026123046875,230.0,0.506,50.0
488.16339111328125,239.25,0.506,50.0
488.74652099609375,241.25,0.506,50.0
489.3295593261719,222.0,0.506,50.0
489.91265869140625,235.0,0.506,50.0
490.4956359863281,237.0,0.506,50.0
491.0786437988281,228.0,0.506,50.0
491.6615905761719,236.5,0.506,50.0
492.24444580078125,239.5,0.506,50.0
492.82733154296875,235.5,0.506,50.0
493.4101257324219,227.5,0.506,50.0
493.9929504394531,225.0,0.506,50.0
494.57568359375,247.75,0.506,50.0
495.1584167480469,240.75,0.506,50.0
495.7410888671875,232.75,0.506,50.0
496.32373046875,228.25,0.506,50.0
496.9063415527344,241.0,0.506,50.0
497.4888916015625,231.25,0.506,50.0
498.0714111328125,234.25,0.506,50.0
498.65386962890625,228.75,0.506,50.0
499.2363586425781,237.5,0.506,50.0
499.8187561035156,241.0,0.506,50.0
500.4011535644531,235.0,0.506,50.0
500.9835205078125,233.5,0.506,50.0
501.5657958984375,231.75,0.506,50.0
502.1480712890625,238.75,0.506,50.0
502.73028564453125,237.5,0.506,50.0
503.3125,235.5,0.506,50.0
503.8946228027344,229.75,0.506,50.0
504.4767761230469,239.25,0.506,50.0
505.0588073730469,222.25,0.506,50.0
505.6408996582031,240.25,0.506,50.0
506.2229309082031,227.75,0.506,50.0
506.8048400878906,231.25,0.506,50.0
507.3868103027344,231.5,0.506,50.0
507.96868896484375,237.5,0.506,50.0
508.5505676269531,243.0,0.506,50.0
509.1323547363281,230.25,0.506,50.0
509.7141418457031,234.0,0.506,50.0
510.2959289550781,238.25,0.506,50.0
510.8775939941406,242.75,0.506,50.0
511.45928955078125,240.0,0.506,50.0
512.0408935546875,244.0,0.506,50.0
512.62255859375,234.5,0.506,50.0
513.2040405273438,238.0,0.506,50.0
513.7855834960938,240.75,0.506,50.0
514.3670043945312,253.0,0.506,50.0
514.948486328125,236.0,0.506,50.0
515.5299682617188,237.75,0.506,50.0
516.111328125,234.5,0.506,50.0
516.692626953125,232.75,0.506,50.0
517.2738647460938,239.0,0.506,50.0
517.8551635742188,238.0,0.506,50.0
518.4363403320312,227.25,0.506,50.0
519.017578125,228.25,0.506,50.0
519.5986938476562,222.75,0.506,50.0
520.1798095703125,247.0,0.506,50.0
520.7609252929688,245.5,0.506,50.0
521.3419189453125,215.5,0.506,50.0
521.9229125976562,234.0,0.506,50.0
522.5038452148438,230.25,0.506,50.0
523.0848388671875,233.5,0.506,50.0
523.6656494140625,241.25,0.506,50.0
524.2465209960938,237.75,0.506,50.0
524.8273315429688,236.5,0.506,50.0
525.4080810546875,235.5,0.506,50.0
525.9888305664062,234.75,0.506,50.0
526.5695190429688,231.0,0.506,50.0
527.150146484375,246.25,0.506,50.0
527.7307739257812,243.75,0.506,50.0
528.3113403320312,235.75,0.506,50.0
528.891845703125,234.25,0.506,50.0
529.4723510742188,236.0,0.506,50.0
530.0528564453125,244.0,0.506,50.0
530.6332397460938,242.25,0.506,50.0
531.213623046875,249.25,0.506,50.0
531.7939453125,242.5,0.506,50.0
532.3743286132812,230.0,0.506,50.0
532.95458984375,230.5,0.506,50.0
533.5347900390625,249.0,0.506,50.0
534.114990234375,239.5,0.506,50.0
534.6951904296875,244.75,0.506,50.0
535.2752685546875,234.0,0.506,50.0
535.8553466796875,261.75,0.506,50.0
536.4354248046875,229.5,0.506,50.0
537.015380859375,241.25,0.506,50.0
537.5953979492188,243.75,0.506,50.0
538.1752319335938,245.0,0.506,50.0
538.7551879882812,250.75,0.506,50.0
539.3350830078125,247.25,0.506,50.0
539.9148559570312,234.0,0.506,50.0
540.49462890625,244.75,0.506,50.0
541.0742797851562,246.0,0.506,50.0
541.654052734375,246.75,0.506,50.0
542.233642578125,242.0,0.506,50.0
542.8133544921875,256.0,0.506,50.0
543.3928833007812,249.75,0.506,50.0
543.9724731445312,242.5,0.506,50.0
544.552001953125,243.25,0.506,50.0
545.1314086914062,243.5,0.506,50.0
545.7108764648438,240.0,0.506,50.0
546.2902221679688,232.25,0.506,50.0
546.8695678710938,245.25,0.506,50.0
547.4488525390625,249.5,0.506,50.0
548.0281982421875,233.75,0.506,50.0
548.6074829101562,247.5,0.506,50.0
549.1866455078125,228.5,0.506,50.0
549.7658081054688,230.5,0.506,50.0
550.3449096679688,231.75,0.506,50.0
550.9240112304688,237.25,0.506,50.0
551.5030517578125,224.25,0.506,50.0
552.08203125,237.25,0.506,50.0
552.6610107421875,224.75,0.506,50.0
553.2399291992188,230.75,0.506,50.0
553.81884765625,240.5,0.506,50.0
554.397705078125,242.0,0.506,50.0
554.9765014648438,246.0,0.506,50.0
555.5552368164062,242.75,0.506,50.0
556.1339721679688,245.75,0.506,50.0
556.712646484375,238.25,0.506,50.0
557.2913208007812,254.5,0.506,50.0
557.8699340820312,227.5,0.506,50.0
558.448486328125,235.25,0.506,50.0
559.027099609375,228.75,0.506,50.0
559.6055297851562,245.0,0.506,50.0
560.1840209960938,241.25,0.506,50.0
560.762451171875,233.25,0.506,50.0
561.3408813476562,237.0,0.506,50.0
561.9191284179688,246.75,0.506,50.0
562.4974975585938,241.5,0.506,50.0
563.0758056640625,245.5,0.506,50.0
563.6539916992188,233.0,0.506,50.0
564.232177734375,249.0,0.506,50.0
564.8103637695312,228.25,0.506,50.0
565.388427734375,241.25,0.506,50.0
565.966552734375,234.25,0.506,50.0
566.5445556640625,228.0,0.506,50.0
567.12255859375,245.0,0.506,50.0
567.7005004882812,238.0,0.506,50.0
568.2784423828125,242.5,0.506,50.0
568.8563232421875,245.0,0.506,50.0
569.4341430664062,244.5,0.506,50.0
570.0119018554688,229.5,0.506,50.0
570.5897216796875,222.5,0.506,50.0
571.1674194335938,238.75,0.506,50.0
571.7451171875,232.5,0.506,50.0
572.3226928710938,235.25,0.506,50.0
572.900390625,243.75,0.506,50.0
573.4779663085938,228.25,0.506,50.0
574.055419921875,241.75,0.506,50.0
574.6329345703125,226.25,0.506,50.0
575.2103881835938,242.0,0.506,50.0
575.7877807617188,251.25,0.506,50.0
576.3651123046875,235.0,0.506,50.0
576.9425048828125,233.25,0.506,50.0
577.5198364257812,239.0,0.506,50.0
578.0969848632812,233.5,0.506,50.0
578.6741943359375,241.5,0.506,50.0
579.2514038085938,233.5,0.506,50.0
579.8285522460938,231.5,0.506,50.0
580.4055786132812,237.5,0.506,50.0
580.982666015625,244.25,0.506,50.0
581.5596923828125,236.75,0.506,50.0
582.1366577148438,240.25,0.506,50.0
582.713623046875,235.75,0.506,50.0
583.2904663085938,237.25,0.506,50.0
583.8673095703125,246.5,0.506,50.0
584.4441528320312,243.75,0.506,50.0
585.0209350585938,234.0,0.506,50.0
585.5975952148438,238.75,0.506,50.0
586.17431640625,242.0,0.506,50.0
586.7510375976562,233.25,0.506,50.0
587.32763671875,240.25,0.506,50.0
587.9042358398438,235.5,0.506,50.0
