Wavelength (nm),Intensity,Elapsed Time (s),Integration Time (ms)
587.32763671875,358.25,0.503,50.0
587.9042358398438,345.5,0.503,50.0
588.480712890625,346.75,0.503,50.0
589.0572509765625,334.0,0.503,50.0
589.6336669921875,325.75,0.503,50.0
590.2101440429688,335.5,0.503,50.0
590.7864379882812,340.75,0.503,50.0
591.3628540039062,338.25,0.503,50.0
591.939208984375,341.5,0.503,50.0
592.5154418945312,332.75,0.503,50.0
593.0916137695312,334.25,0.503,50.0
593.6677856445312,335.25,0.503,50.0
594.2439575195312,323.0,0.503,50.0
594.8200073242188,317.75,0.503,50.0
595.3961181640625,326.25,0.503,50.0
595.9721069335938,325.0,0.503,50.0
596.548095703125,323.0,0.503,50.0
597.1240844726562,313.0,0.503,50.0
597.699951171875,296.75,0.503,50.0
598.2758178710938,329.0,0.503,50.0
598.8516235351562,315.0,0.503,50.0
599.4273681640625,327.0,0.503,50.0
600.0031127929688,317.0,0.503,50.0
600.578857421875,308.25,0.503,50.0
601.154541015625,309.5,0.503,50.0
601.7301025390625,313.5,0.503,50.0
602.3057250976562,309.5,0.503,50.0
602.8812255859375,305.5,0.503,50.0
603.456787109375,300.0,0.503,50.0
604.0321655273438,305.25,0.503,50.0
604.607666015625,308.75,0.503,50.0
605.1829833984375,302.75,0.503,50.0
605.7583618164062,303.75,0.503,50.0
606.3336791992188,310.0,0.503,50.0
606.9088745117188,319.0,0.503,50.0
607.484130859375,308.25,0.503,50.0
608.059326171875,308.75,0.503,50.0
608.6344604492188,314.75,0.503,50.0
609.2095336914062,323.0,0.503,50.0
609.7846069335938,342.5,0.503,50.0
610.359619140625,382.0,0.503,50.0
610.9345703125,433.75,0.503,50.0
611.5095825195312,421.75,0.503,50.0
612.0844116210938,378.0,0.503,50.0
612.6593017578125,357.75,0.503,50.0
613.2340698242188,353.5,0.503,50.0
613.8088989257812,331.25,0.503,50.0
614.3836059570312,340.25,0.503,50.0
614.9583740234375,327.0,0.503,50.0
615.5330200195312,323.75,0.503,50.0
616.1076049804688,319.25,0.503,50.0
616.6821899414062,326.0,0.503,50.0
617.2567138671875,318.5,0.503,50.0
617.8311767578125,296.0,0.503,50.0
618.4056396484375,300.25,0.503,50.0
618.9800415039062,299.0,0.503,50.0
619.554443359375,316.0,0.503,50.0
620.1287231445312,300.25,0.503,50.0
620.7030639648438,317.0,0.503,50.0
621.2772827148438,294.0,0.503,50.0
621.8515014648438,305.5,0.503,50.0
622.4256591796875,288.5,0.503,50.0
622.9998168945312,287.0,0.503,50.0
623.5739135742188,300.0,0.503,50.0
624.14794921875,301.5,0.503,50.0
624.7219848632812,302.75,0.503,50.0
625.2958984375,295.75,0.503,50.0
625.869873046875,288.5,0.503,50.0
626.4437255859375,298.5,0.503,50.0
627.017578125,299.25,0.503,50.0
627.5913696289062,293.25,0.503,50.0
628.1651000976562,283.25,0.503,50.0
628.7388305664062,293.75,0.503,50.0
629.3125,281.75,0.503,50.0
629.8861694335938,284.5,0.503,50.0
630.4597778320312,300.5,0.503,50.0
631.0333251953125,299.5,0.503,50.0
631.6068115234375,283.25,0.503,50.0
632.1803588867188,273.75,0.503,50.0
632.7537231445312,274.75,0.503,50.0
633.3271484375,275.75,0.503,50.0
633.9004516601562,262.75,0.503,50.0
634.4737548828125,272.0,0.503,50.0
635.047119140625,268.25,0.503,50.0
635.6202392578125,268.75,0.503,50.0
636.1934814453125,255.25,0.503,50.0
636.7666625976562,272.75,0.503,50.0
637.3397827148438,270.0,0.503,50.0
637.9127807617188,268.0,0.503,50.0
638.48583984375,265.75,0.503,50.0
639.058837890625,263.5,0.503,50.0
639.6317749023438,276.25,0.503,50.0
640.2046508789062,266.0,0.503,50.0
640.7775268554688,264.0,0.503,50.0
641.350341796875,267.25,0.503,50.0
641.923095703125,256.25,0.503,50.0
642.495849609375,261.0,0.503,50.0
643.0685424804688,268.5,0.503,50.0
643.6411743164062,257.5,0.503,50.0
644.2138671875,266.0,0.503,50.0
644.786376953125,266.5,0.503,50.0
645.3589477539062,277.5,0.503,50.0
645.931396484375,256.25,0.503,50.0
646.5038452148438,256.75,0.503,50.0
647.0762329101562,264.0,0.503,50.0
647.648681640625,261.25,0.503,50.0
648.220947265625,253.75,0.503,50.0
648.793212890625,261.5,0.503,50.0
649.3655395507812,263.25,0.503,50.0
649.9376220703125,259.0,0.503,50.0
650.5098876953125,264.5,0.503,50.0
651.0819091796875,272.75,0.503,50.0
651.654052734375,257.25,0.503,50.0
652.2260131835938,258.5,0.503,50.0
652.7980346679688,253.0,0.503,50.0
653.3699951171875,257.25,0.503,50.0
653.94189453125,259.75,0.503,50.0
654.5137939453125,272.5,0.503,50.0
655.0855712890625,264.75,0.503,50.0
655.6574096679688,247.0,0.503,50.0
656.2290649414062,259.0,0.503,50.0
656.8008422851562,239.75,0.503,50.0
657.3724365234375,248.75,0.503,50.0
657.944091796875,247.75,0.503,50.0
658.5156860351562,265.5,0.503,50.0
659.0872192382812,255.5,0.503,50.0
659.6587524414062,247.25,0.503,50.0
660.2301025390625,253.75,0.503,50.0
660.8015747070312,254.75,0.503,50.0
661.3729248046875,254.25,0.503,50.0
661.9442749023438,245.75,0.503,50.0
662.5155639648438,231.0,0.503,50.0
663.0867309570312,250.75,0.503,50.0
663.657958984375,247.25,0.503,50.0
664.2291259765625,240.5,0.503,50.0
664.8002319335938,254.75,0.503,50.0
665.3712768554688,244.0,0.503,50.0
665.9423217773438,248.75,0.503,50.0
666.5133666992188,241.5,0.503,50.0
667.0842895507812,242.25,0.503,50.0
667.6552124023438,252.25,0.503,50.0
668.22607421875,253.0,0.503,50.0
668.796875,253.25,0.503,50.0
669.36767578125,247.75,0.503,50.0
669.9384155273438,259.0,0.503,50.0
670.5090942382812,251.0,0.503,50.0
671.0797729492188,250.5,0.503,50.0
671.6503295898438,245.5,0.503,50.0
672.220947265625,236.25,0.503,50.0
672.79150390625,246.5,0.503,50.0
673.3619384765625,231.5,0.503,50.0
673.9324340820312,247.75,0.503,50.0
674.5028076171875,242.75,0.503,50.0
675.0731811523438,245.0,0.503,50.0
675.6434936523438,238.25,0.503,50.0
676.2137451171875,238.25,0.503,50.0
676.783935546875,243.25,0.503,50.0
677.3541870117188,244.75,0.503,50.0
677.92431640625,257.5,0.503,50.0
678.494384765625,248.5,0.503,50.0
679.0645141601562,243.5,0.503,50.0
679.6344604492188,239.5,0.503,50.0
680.2045288085938,232.25,0.503,50.0
680.7744750976562,248.25,0.503,50.0
681.3443603515625,238.75,0.503,50.0
681.9141845703125,239.25,0.503,50.0
682.4840087890625,231.75,0.503,50.0
683.0537109375,238.5,0.503,50.0
683.62353515625,225.5,0.503,50.0
684.1932373046875,238.25,0.503,50.0
684.7628173828125,238.5,0.503,50.0
685.3323974609375,224.75,0.503,50.0
685.9019775390625,249.75,0.503,50.0
686.4714965820312,233.25,0.503,50.0
687.0409545898438,236.5,0.503,50.0
687.6103515625,243.25,0.503,50.0
688.1797485351562,238.25,0.503,50.0
688.7490844726562,230.25,0.503,50.0
689.3184204101562,242.5,0.503,50.0
689.8876953125,229.25,0.503,50.0
690.4569091796875,231.0,0.503,50.0
691.0260620117188,233.0,0.503,50.0
691.59521484375,242.5,0.503,50.0
692.164306640625,227.75,0.503,50.0
692.7333374023438,225.0,0.503,50.0
693.3023681640625,243.0,0.503,50.0
693.871337890625,240.5,0.503,50.0
694.4402465820312,247.75,0.503,50.0
695.0090942382812,238.25,0.503,50.0
695.5779418945312,239.5,0.503,50.0
696.146728515625,233.0,0.503,50.0
696.7155151367188,241.25,0.503,50.0
697.2841186523438,227.75,0.503,50.0
697.8528442382812,232.5,0.503,50.0
698.4214477539062,227.25,0.503,50.0
698.989990234375,233.0,0.503,50.0
699.55859375,240.5,0.503,50.0
700.1270141601562,225.25,0.503,50.0
700.6954956054688,242.75,0.503,50.0
701.2638549804688,235.0,0.503,50.0
701.832275390625,226.0,0.503,50.0
702.4005737304688,231.75,0.503,50.0
702.9688720703125,250.5,0.503,50.0
703.537109375,223.25,0.503,50.0
704.1052856445312,239.0,0.503,50.0
704.6734008789062,234.0,0.503,50.0
705.2415161132812,226.75,0.503,50.0
705.8096313476562,236.25,0.503,50.0
706.3776245117188,239.5,0.503,50.0
706.945556640625,236.0,0.503,50.0
707.5135498046875,233.5,0.503,50.0
708.0814208984375,247.75,0.503,50.0
708.6492309570312,240.0,0.503,50.0
709.217041015625,251.75,0.503,50.0
709.7847900390625,234.5,0.503,50.0
710.3525390625,220.25,0.503,50.0
710.920166015625,241.75,0.503,50.0
711.48779296875,227.0,0.503,50.0
712.0553588867188,228.75,0.503,50.0
712.6229858398438,232.75,0.503,50.0
713.1904296875,224.0,0.503,50.0
713.7579345703125,232.25,0.503,50.0
714.3253173828125,224.5,0.503,50.0
714.8927001953125,226.75,0.503,50.0
715.4600219726562,239.25,0.503,50.0
716.0272827148438,234.5,0.503,50.0
716.5946044921875,241.0,0.503,50.0
717.1617431640625,227.25,0.503,50.0
717.7289428710938,229.25,0.503,50.0
718.2959594726562,222.5,0.503,50.0
718.8630981445312,235.25,0.503,50.0
719.4300537109375,224.0,0.503,50.0
719.9970703125,227.0,0.503,50.0
720.5640258789062,226.5,0.503,50.0
721.1309204101562,236.75,0.503,50.0
721.69775390625,237.5,0.503,50.0
722.2645263671875,238.5,0.503,50.0
722.8313598632812,232.5,0.503,50.0
723.3980102539062,219.75,0.503,50.0
723.9647216796875,241.25,0.503,50.0
724.5313110351562,220.25,0.503,50.0
725.0979614257812,240.75,0.503,50.0
725.6644287109375,227.75,0.503,50.0
726.23095703125,226.25,0.503,50.0
726.7974243164062,225.5,0.503,50.0
727.3638305664062,219.0,0.503,50.0
727.93017578125,219.75,0.503,50.0
728.4965209960938,232.75,0.503,50.0
729.0628051757812,226.0,0.503,50.0
729.6290283203125,220.75,0.503,50.0
730.1952514648438,221.0,0.503,50.0
730.761474609375,214.25,0.503,50.0
731.3274536132812,218.75,0.503,50.0
731.8936157226562,231.5,0.503,50.0
732.4595336914062,230.25,0.503,50.0
733.025634765625,221.0,0.503,50.0
733.5914916992188,219.0,0.503,50.0
734.1574096679688,232.25,0.503,50.0
734.7232055664062,230.75,0.503,50.0
735.2890014648438,228.5,0.503,50.0
735.8547973632812,225.5,0.503,50.0
736.4205322265625,243.0,0.503,50.0
736.9862060546875,234.0,0.503,50.0
737.5517578125,235.75,0.503,50.0
738.1173706054688,225.25,0.503,50.0
738.682861328125,225.75,0.503,50.0
739.2484130859375,223.5,0.503,50.0
739.8138427734375,228.0,0.503,50.0
740.3792724609375,217.25,0.503,50.0
740.9446411132812,237.5,0.503,50.0
741.5099487304688,234.75,0.503,50.0
742.0751953125,230.75,0.503,50.0
742.6404418945312,234.0,0.503,50.0
743.2056274414062,232.5,0.503,50.0
743.770751953125,224.75,0.503,50.0
744.3358764648438,224.25,0.503,50.0
744.9009399414062,224.75,0.503,50.0
745.4659423828125,236.0,0.503,50.0
746.0309448242188,225.25,0.503,50.0
746.5958251953125,224.75,0.503,50.0
747.1607055664062,227.0,0.503,50.0
747.7255249023438,228.25,0.503,50.0
748.2903442382812,226.0,0.503,50.0
748.8550415039062,226.0,0.503,50.0
749.4197387695312,224.25,0.503,50.0
749.9844360351562,230.5,0.503,50.0
750.5490112304688,246.5,0.503,50.0
751.1135864257812,238.0,0.503,50.0
751.6781005859375,225.5,0.503,50.0
752.2425537109375,230.5,0.503,50.0
752.8070068359375,229.25,0.503,50.0
753.3713989257812,237.75,0.503,50.0
753.9357299804688,228.0,0.503,50.0
754.5000610351562,221.25,0.503,50.0
755.0643310546875,242.25,0.503,50.0
755.6284790039062,220.5,0.503,50.0
756.1927490234375,222.75,0.503,50.0
756.7567749023438,224.5,0.503,50.0
757.3209228515625,222.5,0.503,50.0
757.8848876953125,231.0,0.503,50.0
758.4489135742188,214.75,0.503,50.0
759.0128784179688,223.75,0.503,50.0
759.5767211914062,227.75,0.503,50.0
760.140625,209.75,0.503,50.0
760.7044067382812,233.0,0.503,50.0
761.2681884765625,228.75,0.503,50.0
761.8318481445312,227.75,0.503,50.0
762.3955688476562,233.25,0.503,50.0
762.959228515625,229.25,0.503,50.0
763.5227661132812,227.5,0.503,50.0
764.0863647460938,219.75,0.503,50.0
764.6497802734375,225.75,0.503,50.0
765.2133178710938,228.5,0.503,50.0
765.7766723632812,230.5,0.503,50.0
766.340087890625,224.25,0.503,50.0
766.9033203125,227.75,0.503,50.0
767.4666137695312,230.25,0.503,50.0
768.0299072265625,227.25,0.503,50.0
768.593017578125,228.25,0.503,50.0
769.15625,219.0,0.503,50.0
769.7192993164062,228.75,0.503,50.0
770.2823486328125,234.0,0.503,50.0
770.8453369140625,238.5,0.503,50.0
771.4083251953125,222.5,0.503,50.0
771.9711303710938,233.0,0.503,50.0
772.5340576171875,214.75,0.503,50.0
773.096923828125,231.0,0.503,50.0
773.65966796875,226.75,0.503,50.0
774.222412109375,220.75,0.503,50.0
774.7850952148438,235.5,0.503,50.0
775.3477783203125,229.25,0.503,50.0
775.9103393554688,224.5,0.503,50.0
776.472900390625,229.25,0.503,50.0
777.035400390625,229.25,0.503,50.0
777.597900390625,224.75,0.503,50.0
778.1602783203125,223.5,0.503,50.0
778.72265625,223.25,0.503,50.0
779.2849731445312,235.5,0.503,50.0
779.8472290039062,237.0,0.503,50.0
780.4095458984375,233.75,0.503,50.0
780.9716796875,239.25,0.503,50.0
781.5338134765625,235.5,0.503,50.0
782.095947265625,229.25,0.503,50.0
782.6580200195312,220.5,0.503,50.0
783.2200317382812,216.25,0.503,50.0
783.781982421875,221.5,0.503,50.0
784.3439331054688,222.75,0.503,50.0
784.90576171875,227.5,0.503,50.0
785.4675903320312,219.25,0.503,50.0
786.0293579101562,223.0,0.503,50.0
786.5911254882812,229.75,0.503,50.0
787.15283203125,230.25,0.503,50.0
787.7144775390625,215.25,0.503,50.0
788.276123046875,233.5,0.503,50.0
788.837646484375,236.0,0.503,50.0
789.399169921875,225.75,0.503,50.0
789.9606323242188,229.5,0.503,50.0
790.5220336914062,232.0,0.503,50.0
791.0834350585938,224.75,0.503,50.0
791.644775390625,215.5,0.503,50.0
792.2061157226562,246.25,0.503,50.0
792.7672729492188,228.25,0.503,50.0
793.3284912109375,225.0,0.503,50.0
793.8895874023438,221.25,0.503,50.0
794.4507446289062,233.25,0.503,50.0
795.0117797851562,224.0,0.503,50.0
795.5728149414062,229.0,0.503,50.0
796.1337890625,225.0,0.503,50.0
796.6947021484375,235.5,0.503,50.0
797.255615234375,230.0,0.503,50.0
797.81640625,211.0,0.503,50.0
798.377197265625,233.0,0.503,50.0
798.9379272460938,214.5,0.503,50.0
799.4985961914062,210.75,0.503,50.0
800.0592651367188,220.5,0.503,50.0
800.619873046875,239.5,0.503,50.0
801.180419921875,220.5,0.503,50.0
801.7409057617188,219.25,0.503,50.0
802.3013916015625,220.75,0.503,50.0
802.8617553710938,224.75,0.503,50.0
803.4221801757812,224.75,0.503,50.0
803.9824829101562,218.75,0.503,50.0
804.542724609375,228.5,0.503,50.0
805.10302734375,212.25,0.503,50.0
805.6632080078125,225.25,0.503,50.0
806.2233276367188,236.75,0.503,50.0
806.7833862304688,225.75,0.503,50.0
807.3434448242188,219.75,0.503,50.0
807.9034423828125,229.5,0.503,50.0
808.4635009765625,217.5,0.503,50.0
809.0233154296875,220.25,0.503,50.0
809.583251953125,228.75,0.503,50.0
810.14306640625,216.75,0.503,50.0
810.7027587890625,231.25,0.503,50.0
811.2625122070312,238.25,0.503,50.0
811.8222045898438,230.0,0.503,50.0
812.3818969726562,215.25,0.503,50.0
812.9414672851562,222.75,0.503,50.0
813.5009765625,225.5,0.503,50.0
814.0604858398438,233.0,0.503,50.0
814.6199340820312,219.5,0.503,50.0
815.1793823242188,232.5,0.503,50.0
815.7387084960938,217.25,0.503,50.0
816.2980346679688,229.75,0.503,50.0
816.8572387695312,221.5,0.503,50.0
817.41650390625,223.25,0.503,50.0
817.9756469726562,218.25,0.503,50.0
818.5347900390625,221.5,0.503,50.0
819.0938720703125,225.25,0.503,50.0
819.6529541015625,219.25,0.503,50.0
820.2119140625,221.5,0.503,50.0
820.7708129882812,219.5,0.503,50.0
821.3297729492188,210.25,0.503,50.0
821.8885498046875,220.5,0.503,50.0
822.4473876953125,223.5,0.503,50.0
823.006103515625,228.75,0.503,50.0
823.5648193359375,223.25,0.503,50.0
824.1235961914062,239.0,0.503,50.0
824.68212890625,232.75,0.503,50.0
825.24072265625,246.25,0.503,50.0
825.7991943359375,216.25,0.503,50.0
826.3577270507812,215.5,0.503,50.0
826.9161376953125,225.5,0.503,50.0
827.4744873046875,219.75,0.503,50.0
828.0328369140625,231.5,0.503,50.0
828.5911254882812,225.5,0.503,50.0
829.1494750976562,228.75,0.503,50.0
829.7075805664062,222.75,0.503,50.0
830.2658081054688,216.25,0.503,50.0
830.8238525390625,229.75,0.503,50.0
831.3818969726562,216.75,0.503,50.0
831.9398803710938,221.75,0.503,50.0
832.4978637695312,228.75,0.503,50.0
833.0557861328125,223.0,0.503,50.0
833.6136474609375,232.75,0.503,50.0
834.1715087890625,225.75,0.503,50.0
834.7293090820312,219.75,0.503,50.0
835.2870483398438,223.25,0.503,50.0
835.8447265625,221.0,0.503,50.0
836.40234375,231.25,0.503,50.0
836.9598999023438,233.75,0.503,50.0
837.5174560546875,230.75,0.503,50.0
838.0750122070312,215.5,0.503,50.0
838.6323852539062,225.5,0.503,50.0
839.1898193359375,233.0,0.503,50.0
839.7471923828125,230.25,0.503,50.0
840.3045043945312,225.75,0.503,50.0
840.8616943359375,225.75,0.503,50.0
841.4189453125,239.75,0.503,50.0
841.9761352539062,227.5,0.503,50.0
842.5332641601562,218.0,0.503,50.0
843.09033203125,229.75,0.503,50.0
843.6473388671875,226.75,0.503,50.0
844.204345703125,229.25,0.503,50.0
844.76123046875,221.75,0.503,50.0
845.3181762695312,230.0,0.503,50.0
845.8749389648438,228.75,0.503,50.0
846.4317626953125,215.75,0.503,50.0
846.9885864257812,223.0,0.503,50.0
847.5452270507812,223.25,0.503,50.0
848.1018676757812,216.0,0.503,50.0
848.658447265625,227.25,0.503,50.0
849.2150268554688,229.25,0.503,50.0
849.771484375,229.0,0.503,50.0
850.3280029296875,215.0,0.503,50.0
850.8843994140625,225.5,0.503,50.0
851.4407958984375,220.0,0.503,50.0
851.9971313476562,234.0,0.503,50.0
852.5533447265625,222.5,0.503,50.0
853.109619140625,220.0,0.503,50.0
853.665771484375,229.25,0.503,50.0
854.2218627929688,228.5,0.503,50.0
854.7779541015625,223.0,0.503,50.0
855.3340454101562,233.75,0.503,50.0
855.8900146484375,215.5,0.503,50.0
856.4459838867188,261.5,0.503,50.0
857.0018920898438,217.75,0.503,50.0
857.5576171875,224.0,0.503,50.0
858.113525390625,229.25,0.503,50.0
858.669189453125,228.75,0.503,50.0
859.2249755859375,228.75,0.503,50.0
859.7805786132812,213.25,0.503,50.0
860.336181640625,228.0,0.503,50.0
860.8917846679688,219.5,0.503,50.0
861.447265625,232.75,0.503,50.0
862.0027465820312,209.75,0.503,50.0
862.5581665039062,221.5,0.503,50.0
863.113525390625,234.0,0.503,50.0
863.6688232421875,230.75,0.503,50.0
864.2241821289062,225.75,0.503,50.0
864.779296875,229.75,0.503,50.0
865.3345336914062,217.75,0.503,50.0
865.8897094726562,229.5,0.503,50.0
866.4447021484375,222.75,0.503,50.0
866.9998168945312,222.75,0.503,50.0
867.5548095703125,219.25,0.503,50.0
868.1097412109375,226.75,0.503,50.0
868.6646118164062,234.25,0.503,50.0
869.219482421875,214.75,0.503,50.0
869.7742309570312,216.25,0.503,50.0
870.3289794921875,210.0,0.503,50.0
870.8837280273438,217.75,0.503,50.0
871.4383544921875,228.0,0.503,50.0
871.9929809570312,227.75,0.503,50.0
872.5474853515625,219.0,0.503,50.0
873.10205078125,208.5,0.503,50.0
873.656494140625,226.25,0.503,50.0
874.2109375,224.0,0.503,50.0
874.7653198242188,212.75,0.503,50.0
875.319580078125,220.0,0.503,50.0
875.8739013671875,229.75,0.503,50.0
876.4281005859375,215.5,0.503,50.0
876.9822998046875,221.0,0.503,50.0
877.536376953125,221.75,0.503,50.0
878.0905151367188,234.5,0.503,50.0
878.64453125,240.75,0.503,50.0
879.198486328125,226.75,0.503,50.0
879.7525024414062,223.0,0.503,50.0
880.3062744140625,226.75,0.503,50.0
880.8601684570312,233.25,0.503,50.0
881.4138793945312,232.25,0.503,50.0
881.9677124023438,216.25,0.503,50.0
882.5213623046875,222.5,0.503,50.0
883.0750122070312,225.75,0.503,50.0
883.628662109375,222.5,0.503,50.0
884.18212890625,213.0,0.503,50.0
884.7356567382812,223.0,0.503,50.0
885.2891235351562,226.25,0.503,50.0
885.842529296875,218.25,0.503,50.0
886.3958740234375,220.75,0.503,50.0
886.94921875,230.5,0.503,50.0
887.50244140625,233.5,0.503,50.0
888.0556640625,218.0,0.503,50.0
888.60888671875,231.5,0.503,50.0
889.1619262695312,223.75,0.503,50.0
889.7150268554688,218.75,0.503,50.0
890.2680053710938,212.75,0.503,50.0
890.8209838867188,223.0,0.503,50.0
891.3739013671875,216.75,0.503,50.0
891.9268188476562,218.25,0.503,50.0
892.4796142578125,222.75,0.503,50.0
893.0323486328125,221.25,0.503,50.0
893.5851440429688,219.5,0.503,50.0
894.1377563476562,215.25,0.503,50.0
894.6904296875,214.0,0.503,50.0
895.2429809570312,211.25,0.503,50.0
895.7955322265625,242.0,0.503,50.0
896.3479614257812,212.25,0.503,50.0
896.9004516601562,213.0,0.503,50.0
897.452880859375,231.0,0.503,50.0
898.0051879882812,209.5,0.503,50.0
898.5574951171875,226.0,0.503,50.0
899.1096801757812,236.0,0.503,50.0
899.6619262695312,214.0,0.503,50.0
900.2140502929688,230.0,0.503,50.0
900.76611328125,228.75,0.503,50.0
901.318115234375,221.5,0.503,50.0
901.8701782226562,213.0,0.503,50.0
902.422119140625,231.5,0.503,50.0
902.9739990234375,222.0,0.503,50.0
903.52587890625,214.75,0.503,50.0
904.07763671875,215.25,0.503,50.0
904.6294555664062,219.0,0.503,50.0
905.18115234375,221.25,0.503,50.0
905.7327880859375,219.0,0.503,50.0
906.284423828125,218.25,0.503,50.0
906.8359985351562,226.5,0.503,50.0
907.3875122070312,223.0,0.503,50.0
907.9389038085938,225.5,0.503,50.0
908.4904174804688,231.5,0.503,50.0
909.0416870117188,235.5,0.503,50.0
909.593017578125,218.75,0.503,50.0
910.144287109375,222.0,0.503,50.0
910.695556640625,231.75,0.503,50.0
911.2467041015625,232.75,0.503,50.0
911.7977905273438,216.25,0.503,50.0
912.348876953125,209.75,0.503,50.0
912.8998413085938,233.0,0.503,50.0
913.4508666992188,223.25,0.503,50.0
914.0017700195312,224.75,0.503,50.0
914.5526733398438,225.5,0.503,50.0
915.1034545898438,230.25,0.503,50.0
915.6542358398438,218.0,0.503,50.0
916.2049560546875,212.0,0.503,50.0
916.755615234375,216.75,0.503,50.0
917.3062744140625,229.25,0.503,50.0
917.8568115234375,218.5,0.503,50.0
918.4073486328125,230.5,0.503,50.0
918.9578247070312,222.0,0.503,50.0
919.50830078125,222.75,0.503,50.0
920.0587158203125,223.0,0.503,50.0
920.6090087890625,217.75,0.503,50.0
921.1593017578125,230.25,0.503,50.0
921.7095336914062,238.5,0.503,50.0
922.2597045898438,228.25,0.503,50.0
922.8097534179688,228.5,0.503,50.0
923.3599243164062,229.75,0.503,50.0
923.909912109375,214.5,0.503,50.0
924.4598999023438,224.75,0.503,50.0
925.0098876953125,215.0,0.503,50.0
925.5597534179688,228.75,0.503,50.0
926.1095581054688,220.75,0.503,50.0
926.6593017578125,231.25,0.503,50.0
927.2091064453125,234.75,0.503,50.0
927.7587890625,220.0,0.503,50.0
928.3084106445312,228.25,0.503,50.0
928.8580322265625,221.25,0.503,50.0
929.4075317382812,225.5,0.503,50.0
929.9570922851562,216.25,0.503,50.0
930.5064697265625,232.5,0.503,50.0
931.055908203125,226.5,0.503,50.0
931.605224609375,232.5,0.503,50.0
932.154541015625,219.25,0.503,50.0
932.7037353515625,226.0,0.503,50.0
933.2529296875,216.25,0.503,50.0
933.8021240234375,214.25,0.503,50.0
934.3511352539062,212.25,0.503,50.0
934.9002075195312,226.0,0.503,50.0
935.44921875,224.5,0.503,50.0
935.9981689453125,228.0,0.503,50.0
936.5470581054688,210.5,0.503,50.0
937.0958862304688,214.0,0.503,50.0
937.6446533203125,225.5,0.503,50.0
938.1934204101562,219.75,0.503,50.0
938.7421264648438,224.5,0.503,50.0
939.2907104492188,226.75,0.503,50.0
939.83935546875,230.0,0.503,50.0
940.3878784179688,219.75,0.503,50.0
940.9364624023438,216.25,0.503,50.0
941.4848022460938,214.25,0.503,50.0
942.0332641601562,219.75,0.503,50.0
942.5816040039062,221.0,0.503,50.0
943.1298217773438,213.75,0.503,50.0
943.6781616210938,211.0,0.503,50.0
944.226318359375,225.0,0.503,50.0
944.7744750976562,222.25,0.503,50.0
945.322509765625,223.0,0.503,50.0
945.87060546875,226.75,0.503,50.0
946.4185791015625,221.5,0.503,50.0
946.966552734375,227.5,0.503,50.0
947.5144653320312,213.0,0.503,50.0
948.062255859375,223.5,0.503,50.0
948.6100463867188,217.25,0.503,50.0
949.1577758789062,230.25,0.503,50.0
949.7055053710938,221.25,0.503,50.0
950.2531127929688,224.5,0.503,50.0
950.8007202148438,219.25,0.503,50.0
951.3482055664062,217.5,0.503,50.0
951.895751953125,198.0,0.503,50.0
952.4432373046875,214.5,0.503,50.0
952.9906005859375,226.25,0.503,50.0
953.5379638671875,220.5,0.503,50.0
954.085205078125,233.75,0.503,50.0
954.6324462890625,230.5,0.503,50.0
955.1796264648438,221.25,0.503,50.0
955.7268676757812,225.0,0.503,50.0
956.2739868164062,222.75,0.503,50.0
956.8209228515625,224.25,0.503,50.0
957.3679809570312,229.75,0.503,50.0
957.9148559570312,227.0,0.503,50.0
958.4617919921875,227.0,0.503,50.0
959.008544921875,220.25,0.503,50.0
959.555419921875,211.0,0.503,50.0
960.1021118164062,222.75,0.503,50.0
960.6488647460938,217.0,0.503,50.0
961.1954345703125,221.5,0.503,50.0
961.7420654296875,232.0,0.503,50.0
962.2886352539062,224.0,0.503,50.0
962.8350219726562,235.75,0.503,50.0
963.3815307617188,207.0,0.503,50.0
963.9278564453125,235.25,0.503,50.0
964.4741821289062,240.0,0.503,50.0
965.0205078125,225.0,0.503,50.0
965.5667114257812,221.25,0.503,50.0
966.1129760742188,218.5,0.503,50.0
966.6590576171875,223.0,0.503,50.0
967.205078125,225.0,0.503,50.0
967.7511596679688,224.0,0.503,50.0
968.297119140625,215.5,0.503,50.0
968.843017578125,222.75,0.503,50.0
969.3889770507812,218.0,0.503,50.0
969.9347534179688,220.0,0.503,50.0
970.4805297851562,220.5,0.503,50.0
971.0262451171875,220.25,0.503,50.0
971.5718994140625,220.75,0.503,50.0
972.1175537109375,218.0,0.503,50.0
972.6630859375,223.5,0.503,50.0
973.2086791992188,218.25,0.503,50.0
973.7540893554688,227.0,0.503,50.0
974.2994995117188,221.75,0.503,50.0
974.8449096679688,217.5,0.503,50.0
975.3901977539062,209.75,0.503,50.0
975.9354858398438,220.5,0.503,50.0
976.480712890625,212.0,0.503,50.0
977.02587890625,221.75,0.503,50.0
977.5709228515625,226.75,0.503,50.0
978.1160278320312,216.25,0.503,50.0
978.6610717773438,221.75,0.503,50.0
979.2059936523438,231.5,0.503,50.0
979.7509155273438,222.25,0.503,50.0
980.2957763671875,223.25,0.503,50.0
980.8406372070312,229.0,0.503,50.0
981.3853149414062,224.75,0.503,50.0
981.9300537109375,227.25,0.503,50.0
982.474609375,233.5,0.503,50.0
983.019287109375,226.5,0.503,50.0
983.5638427734375,226.0,0.503,50.0
984.1083374023438,226.25,0.503,50.0
